study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,percent_organic_carbon
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_1,single set of methods,0,5,UPR_INT_T1_D1_0_5,0.7163999999999998,0.89
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_1,single set of methods,5,10,UPR_INT_T1_D1_5_10,0.9227999999999998,0.67
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_1,single set of methods,10,20,UPR_INT_T1_D1_10_20,0.9776,0.41
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D1_1,single set of methods,20,50,UPR_INT_T1_D1__20_50,0.9787199999999998,0.48
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_1,single set of methods,0,5,UPR_INT_T1_D0.5_0_5,0.7326,1.85
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_1,single set of methods,5,10,UPR_INT_T1_D0.5_5_10,0.8292499999999997,0.56
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_1,single set of methods,10,20,UPR_INT_T1_D0.5_10_20,0.8330600000000001,0.51
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T1_D0.5_1,single set of methods,20,50,UPR_INT_T1_D0.5_20_50,0.9808399999999999,0.6
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_1,single set of methods,0,5,UPR_INT_T2_D5_0_5,0.7974,0.8
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_1,single set of methods,5,10,UPR_INT_T2_D5_5_10,0.8114000000000001,0.81
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_1,single set of methods,10,20,UPR_INT_T2_D5_10_20,0.9151800000000001,0.52
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D5_1,single set of methods,20,50,UPR_INT_T2_D5_20_50,1.0363399999999998,0.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_1,single set of methods,0,5,UPR_INT_T2_D3_0_5,0.8480500000000003,0.71
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_1,single set of methods,5,10,UPR_INT_T2_D3_5_10,1.0855000000000004,0.56
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_1,single set of methods,10,20,UPR_INT_T2_D3_10_20,0.8897999999999999,0.5
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D3_1,single set of methods,20,50,UPR_INT_T2_D3_20_50,1.0296,0.42
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_1,single set of methods,0,5,UPR_INT_T2_D1_0_5,0.6072500000000002,1.2
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_1,single set of methods,5,10,UPR_INT_T2_D1_5_10,0.70135,1.33
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_1,single set of methods,10,20,UPR_INT_T2_D1_10_20,0.9941600000000002,0.61
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D1_1,single set of methods,20,50,UPR_INT_T2_D1_20_50,1.11168,0.6
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_1,single set of methods,0,5,UPR_INT_T_D0.5_0_5,0.7118500000000001,0.86
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_1,single set of methods,5,10,UPR_INT_T2_D0.5_5_10,0.7663499999999999,0.93
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_1,single set of methods,10,20,UPR_INT_T2_D0.5_10_20,0.9937400000000001,0.61
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T2_D0.5_1,single set of methods,20,50,UPR_INT_T2_D0.5_20_50,1.1388,0.41
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_1,single set of methods,0,5,UPR_INT_T3_D5_0_5,0.73855,0.82
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_1,single set of methods,5,10,UPR_INT_T3_D5_5_10,1.0417,0.84
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_1,single set of methods,10,20,UPR_INT_T3_D5_10_20,1.10534,0.46
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D5_1,single set of methods,20,50,UPR_INT_T3_D5_20_50,1.3192599999999999,0.45
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_1,single set of methods,0,5,UPR_INT_T3_D3_0_5,0.7775499999999997,0.72
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_1,single set of methods,5,10,UPR_INT_T3_D3_5_10,1.0418000000000003,0.54
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_1,single set of methods,10,20,UPR_INT_T3_D3_10_20,1.192,0.48
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D3_1,single set of methods,20,50,UPR_INT_T3_D3_20_50,1.25792,0.47
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_1,single set of methods,0,5,UPR_INT_T3_D1_0_5,0.8793,0.81
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_1,single set of methods,5,10,UPR_INT_T3_D1_5_10,1.1526999999999998,0.82
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_1,single set of methods,10,20,UPR_INT_T3_D1_10_20,1.05188,0.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D1_1,single set of methods,20,50,UPR_INT_T3_D1_20_50,1.2151199999999998,0.48
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_1,single set of methods,0,5,UPR_INT_T3_D0.5_0_5,0.7580500000000001,0.93
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_1,single set of methods,5,10,UPR_INT_T3_D0.5_5_10,0.99315,1.19
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_1,single set of methods,10,20,UPR_INT_T3_D0.5_10_20,1.30392,1.14
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_INT_T3_D0.5_1,single set of methods,20,50,UPR_INT_T3_D0.5_20_50,1.2487599999999999,0.63
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D5_1,single set of methods,0,5,MID_INT_T1_D5_0_5,1.3538000000000003,0.38
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D5_1,single set of methods,5,10,MID_INT_T1_D5_5_10,1.4304,0.35
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D5_1,single set of methods,10,20,MID_INT_T1_D5_10_20,1.35606,0.66
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D3_1,single set of methods,0,5,MID_INT_T1_D3_0_5,1.2178000000000004,0.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D3_1,single set of methods,5,10,MID_INT_T1_D3_5_10,1.39765,0.74
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D3_1,single set of methods,10,20,MID_INT_T1_D3_10_20,1.2962,0.91
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D1_1,single set of methods,0,5,MID_INT_T1_D1_0_5,1.4586999999999999,0.11
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D1_1,single set of methods,5,10,MID_INT_T1_D1_5_10,1.3665500000000002,0.18
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D1_1,single set of methods,10,20,MID_INT_T1_D1_10_20,1.4753999999999998,0.22
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D0.5_1,single set of methods,0,5,MID_INT_T1_D0.5_0_5,1.4349000000000003,0.1
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D0.5_1,single set of methods,5,10,MID_INT_T1_D0.5_5_10,1.4290500000000002,0.44
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T1_D0.5_1,single set of methods,10,20,MID_INT_T1_D0.5_10_20,1.2145000000000001,0.4
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D5_1,single set of methods,0,5,MID_INT_T2_D5_0_5,1.3059000000000005,0.56
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D5_1,single set of methods,5,10,MID_INT_T2_D5_5_10,1.3087499999999999,0.97
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D5_1,single set of methods,10,20,MID_INT_T2_D5_10_20,1.3011599999999999,1.04
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D3_1,single set of methods,0,5,MID_INT_T2_D3_0_5,1.2954,0.3
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D3_1,single set of methods,5,10,MID_INT_T2_D3_5_10,1.3463000000000005,1.22
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D3_1,single set of methods,10,20,MID_INT_T2_D3_10_20,1.39532,0.84
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D1_1,single set of methods,0,5,MID_INT_T2_D1_0_5,1.70015,0.14
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D1_1,single set of methods,5,10,MID_INT_T2_D1_5_10,1.4534000000000002,0.19
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D1_1,single set of methods,10,20,MID_INT_T2_D1_10_20,1.30548,0.5
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D0.5_1,single set of methods,0,5,MID_INT_T2_D0.5_0_5,1.4946499999999996,0.11
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D0.5_1,single set of methods,5,10,MID_INT_T2_D0.5_5_10,1.3819499999999998,0.15
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T2_D0.5_1,single set of methods,10,20,MID_INT_T2_D0.5_10_20,1.46214,0.25
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D5_1,single set of methods,0,5,MID_INT_T3_D5_0_5,1.1339000000000001,0.43
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D5_1,single set of methods,5,10,MID_INT_T3_D5_5_10,1.39735,0.36
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D5_1,single set of methods,10,20,MID_INT_T3_D5_10_20,1.32406,0.4
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D3_1,single set of methods,0,5,MID_INT_T3_D3_0_5,1.2782500000000003,0.44
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D3_1,single set of methods,5,10,MID_INT_T3_D3_5_10,1.2778000000000003,0.53
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D3_1,single set of methods,10,20,MID_INT_T3_D3_10_20,1.32256,0.63
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D1_1,single set of methods,0,5,MID_INT_T3_D1_0_5,1.27565,0.34
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D1_1,single set of methods,5,10,MID_INT_T3_D1_5_10,1.4669,0.24
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D1_1,single set of methods,10,20,MID_INT_T3_D1_10_20,1.4105,0.32
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D0.5_1,single set of methods,0,5,MID_INT_T3_D0.5_0_5,1.3670500000000003,0.25
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D0.5_1,single set of methods,5,10,MID_INT_T3_D0.5_5_10,1.3582499999999995,1.06
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Middle,MID_INT_T3_D0.5_1,single set of methods,10,20,MID_INT_T3_D0.5_10_20,1.46762,0.53
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D5_1,single set of methods,0,5,LWR_INT_T1_D5_0_5,1.0254,0.48
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D5_1,single set of methods,5,10,LWR_INT_T1_D5_5_10,1.2732500000000002,0.39
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D5_1,single set of methods,10,20,LWR_INT_T1_D5_10_20,1.2867199999999999,0.44
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D3_1,single set of methods,0,5,LWR_INT_T1_D3_0_5,1.31835,0.43
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D3_1,single set of methods,5,10,LWR_INT_T1_D3_5_10,1.3775999999999997,0.46
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D3_1,single set of methods,10,20,LWR_INT_T1_D3_10_20,1.2995,0.45
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D1_1,single set of methods,0,5,LWR_INT_T1_D1_0_5,1.1633499999999999,0.5
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D1_1,single set of methods,5,10,LWR_INT_T1_D1_5_10,1.1694,0.52
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D1_1,single set of methods,10,20,LWR_INT_T1_D1_10_20,1.31596,0.69
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D0.5_1,single set of methods,0,5,LWR_INT_T1_D0.5_0_5,1.0811000000000004,0.56
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D0.5_1,single set of methods,5,10,LWR_INT_T1_D0.5_5_10,1.2107000000000003,0.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T1_D0.5_1,single set of methods,10,20,LWR_INT_T1_D0.5_10_20,1.2653800000000002,0.44
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D5_1,single set of methods,0,5,LWR_INT_T2_D5_0_5,1.3082999999999998,0.54
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D5_1,single set of methods,5,10,LWR_INT_T2_D5_5_10,1.32775,0.79
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D5_1,single set of methods,10,20,LWR_INT_T2_D5_10_20,1.3455000000000001,0.37
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D3_1,single set of methods,0,5,LWR_INT_T2_D3_0_5,1.4024499999999995,0.39
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D3_1,single set of methods,5,10,LWR_INT_T2_D3_5_10,1.2993000000000001,0.37
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D3_1,single set of methods,10,20,LWR_INT_T2_D3_10_20,1.42304,0.31
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D1_1,single set of methods,0,5,LWR_INT_T2_D1_0_5,1.50855,0.22
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D1_1,single set of methods,5,10,LWR_INT_T2_D1_5_10,1.3565500000000004,0.29
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D1_1,single set of methods,10,20,LWR_INT_T2_D1_10_20,1.3970799999999999,0.3
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D0.5_1,single set of methods,0,5,LWR_INT_T2_D0.5_0_5,1.4089500000000001,0.28
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D0.5_1,single set of methods,5,10,LWR_INT_T2_D0.5_5_10,1.4805500000000003,0.25
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T2_D0.5_1,single set of methods,10,20,LWR_INT_T2_D0.5_10_20,1.35872,0.22
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D5_1,single set of methods,0,5,LWR_INT_T3_D5_0_5,1.2461999999999995,0.44
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D5_1,single set of methods,5,10,LWR_INT_T3_D5_5_10,1.3425,0.65
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D5_1,single set of methods,10,20,LWR_INT_T3_D5_10_20,1.27682,0.5
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D3_1,single set of methods,0,5,LWR_INT_T3_D3_0_5,1.2683500000000003,1.45
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D3_1,single set of methods,5,10,LWR_INT_T3_D3_5_10,1.2949000000000002,0.52
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D3_1,single set of methods,10,20,LWR_INT_T3_D3_10_20,1.30098,0.44
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D1_1,single set of methods,0,5,LWR_INT_T3_D1_0_5,1.2310000000000003,0.38
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D1_1,single set of methods,5,10,LWR_INT_T3_D1_5_10,1.40035,0.69
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D1_1,single set of methods,10,20,LWR_INT_T3_D1_10_20,1.35704,0.4
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D0.5_1,single set of methods,0,5,LWR_INT_T3_D0.5_0_5,1.0288947368421055,0.46
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D0.5_1,single set of methods,5,10,LWR_INT_T3_D0.5_5_10,1.2934,0.41
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Lower,LWR_INT_T3_D0.5_1,single set of methods,10,20,LWR_INT_T3_D0.5_10_20,1.31368,0.46
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D5_2,single set of methods,0,5,UPR_SM_T1_D5_0_5,0.7206499999999998,3.03
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D5_2,single set of methods,5,10,UPR_SM_T1_D5_5_10,0.9860999999999998,3.19
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D5_2,single set of methods,10,20,UPR_SM_T1_D5_10_20,1.1926400000000001,0.99
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D5_2,single set of methods,20,50,UPR_SM_T1_D5_20_50,1.2919800000000001,0.8
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D3_2,single set of methods,0,5,UPR_SM_T1_D3_0_5,0.47205000000000014,2.92
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D3_2,single set of methods,5,10,UPR_SM_T1_D3_5_10,0.28460000000000035,6.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D3_2,single set of methods,10,20,UPR_SM_T1_D3_10_20,0.70036,1.84
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D3_2,single set of methods,20,50,UPR_SM_T1_D3_20_50,1.1208800000000003,0.9
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D1_2,single set of methods,0,5,UPR_SM_T1_D1_0_5,1.36025,2.84
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D1_2,single set of methods,5,10,UPR_SM_T1_D_5_10,0.3967500000000001,3.46
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D1_2,single set of methods,10,20,UPR_SM_T1_D1_10_20,0.7768999999999999,2.08
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D1_2,single set of methods,20,50,UPR_SM_T1_D1_20_50,1.2868400000000002,0.5
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0.5_2,single set of methods,0,5,UPR_SM_T1_D0.5_0_5,0.43159999999999954,2.27
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0.5_2,single set of methods,5,10,UPR_SM_T1_D0.5_5_10,0.7760999999999996,1.38
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0.5_2,single set of methods,10,20,UPR_SM_T1_D0.5_10_20,0.6123600000000002,1.34
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0.5_2,single set of methods,20,50,UPR_SM_T1_D0.5_20_50,0.9448600000000001,0.71
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0_2,single set of methods,0,5,UPR_SM_T1_D0_0_5,0.08915000000000006,1.32
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0_2,single set of methods,5,10,UPR_SM_T1_D0_5_10,0.7060500000000005,1.22
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0_2,single set of methods,10,20,UPR_SM_T1_D0_10_20,0.5517199999999997,1.65
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T1_D0_2,single set of methods,20,50,UPR_SM_T1_D0_20_50,0.9723999999999998,0.74
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D5_2,single set of methods,0,5,UPR_SM_T2_D5_0_5,0.3010000000000005,6.37
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D5_2,single set of methods,5,10,UPR_SM_T2_D5_5_10,1.1068500000000001,5.82
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D5_2,single set of methods,10,20,UPR_SM_T2_D5_10_20,0.9068600000000001,1.99
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D5_2,single set of methods,20,50,UPR_SM_T2_D5_20_50,1.2903,0.88
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D3_2,single set of methods,0,5,UPR_SM_T2_D3_0_5,1.465947368421053,3.19
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D3_2,single set of methods,5,10,UPR_SM_T2_D3_5_10,1.3063000000000002,1.8
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D3_2,single set of methods,10,20,UPR_SM_T2_D3_10_20,0.8030000000000002,1.91
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D3_2,single set of methods,20,50,UPR_SM_T2_D3_20_50,0.97174,0.84
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D1_2,single set of methods,0,5,UPR_SM_T2_D1_0_5,1.0052999999999996,1.61
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D1_2,single set of methods,5,10,UPR_SM_T2_D1_5_10,0.37294999999999945,3.23
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D1_2,single set of methods,10,20,UPR_SM_T2_D1_10_20,0.8272599999999997,1.07
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D1_2,single set of methods,20,50,UPR_SM_T2_D1_20_50,0.8761400000000004,0.81
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0.5_2,single set of methods,0,5,UPR_SM_T2_D0.5_0_5,0.4200499999999998,3.55
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0.5_2,single set of methods,5,10,UPR_SM_T2_D0.5_5_10,0.4836000000000006,3.57
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0.5_2,single set of methods,10,20,UPR_SM_T2_D0.5_10_20,0.7747799999999998,1.35
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0.5_2,single set of methods,20,50,UPR_SM_T2_D0.5_20_50,0.9949599999999998,0.66
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0_2,single set of methods,0,5,UPR_SM_T2_D0_0_5,0.7794499999999992,2.6
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0_2,single set of methods,5,10,UPR_SM_T2_D0_5_10,0.7628499999999996,3.18
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0_2,single set of methods,10,20,UPR_SM_T2_D0_10_20,1.1565200000000002,0.79
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T2_D0_2,single set of methods,20,50,UPR_SM_T2_D0_20_50,1.0053799999999997,0.58
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D5_2,single set of methods,0,5,UPR_SM_T3_D5_0_5,0.60565,4.94
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D5_2,single set of methods,5,10,UPR_SM_T3_D5_5_10,0.9069000000000003,3.35
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D5_2,single set of methods,10,20,UPR_SM_T3_D5_10_20,1.06518,1.75
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D5_2,single set of methods,20,50,UPR_SM_T3_D5_20_50,1.23026,0.96
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D3_2,single set of methods,0,5,UPR_SM_T3_D3_0_5,0.5651499999999998,5.97
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D3_2,single set of methods,5,10,UPR_SM_T3_D3_5_10,1.3322000000000003,2.34
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D3_2,single set of methods,10,20,UPR_SM_T3_D3_10_20,1.7626200000000003,1.04
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D3_2,single set of methods,20,50,UPR_SM_T3_D3_20_50,1.25232,0.76
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D1_2,single set of methods,0,5,UPR_SM_T3_D1_0_5,0.78825,1.8
Engelbrecht_et_al_2025_Olifants,Olifants Estuary Upper,UPR_SM_T3_D1_2,single set of methods,5,10,UPR_SM_T3_D1_5_10,0.44405,3.85
