"study_id","site_id","plot_id","plant_id","year","month","day","species","plot_radius","alive_or_dead","decay_class","diameter","diameter_height","diameter_flag","basal_area","basal_density","total_height","canopy_height","height_method","canopy_quality","plant_AGB_kg_general","plant_AGC_kg_general","plant_AGB_kg_species","plant_AGC_kg_species","plant_BGB_kg","plant_BGC_kg","plant_notes"
"Romero_et_al_2025","R5","2","R5_2_4",2016,8,31,"Peliciera rhizophorae",2,"dead","3","21.3","1.3","DBH","3.5614665000000011E-2","356.14665000000008","7","4","clinometer",NA,NA,NA,NA,NA,NA,NA,NA
"Romero_et_al_2025","R5","3","R5_3_13",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"5.2","1.3","DBH","2.1226400000000003E-3","21.226400000000002","3","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_3",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"5.3","1.3","DBH","2.205065E-3","22.050650000000001","3.5","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_6",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"5.3","1.3","DBH","2.205065E-3","22.050650000000001","2.6","1.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_14",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"5.4","1.3","DBH","2.2890600000000003E-3","22.890600000000003","2.6","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_19",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"6.2","1.3","DBH","3.0175400000000004E-3","30.175400000000003","3","1.6","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_8",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"6.8","1.3","DBH","3.6298400000000001E-3","36.298400000000001","4.4000000000000004","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_16",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"7.1","1.3","DBH","3.9571849999999993E-3","39.571849999999991","4","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","3","R5_3_4",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"7.3","1.3","DBH","4.1832650000000002E-3","41.832650000000001","3","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_12",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"7.5","1.3","DBH","4.4156250000000003E-3","44.15625","2.8","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_10",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"7.8","1.3","DBH","4.7759400000000002E-3","47.759399999999999","3","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_25",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"7.8","1.3","DBH","4.7759400000000002E-3","47.759399999999999","4","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_26",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"7.8","1.3","DBH","4.7759400000000002E-3","47.759399999999999","4","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_23",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"7.9","1.3","DBH","4.8991850000000003E-3","48.991850000000007","4","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_15",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"8","1.3","DBH","5.0239999999999998E-3","50.239999999999995","2.5","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_21",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"8","1.3","DBH","5.0239999999999998E-3","50.239999999999995","4","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_24",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"8","1.3","DBH","5.0239999999999998E-3","50.239999999999995","2.6","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_17",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"9","1.3","DBH","6.3585000000000004E-3","63.585000000000001","4","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_22",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"9","1.3","DBH","6.3585000000000004E-3","63.585000000000001","3","1.8","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_27",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"9.6999999999999993","1.3","DBH","7.386064999999999E-3","73.860649999999993","3.6","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_2",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"10.3","1.3","DBH","8.3280650000000025E-3","83.280650000000023","4","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_9",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"11","1.3","DBH","9.4985E-3","94.984999999999999","4.5","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_5",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"11.5","1.3","DBH","1.0381625E-2","103.81625","4.5999999999999996","4","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_7",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"11.5","1.3","DBH","1.0381625E-2","103.81625","4","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_18",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"12","1.3","DBH","1.1304E-2","113.03999999999999","5","4","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_11",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"14.6","1.3","DBH","1.6733060000000001E-2","167.3306","5.8","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_1",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"15","1.3","DBH","1.7662500000000001E-2","176.625","4.8","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","3","R5_3_20",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"17.2","1.3","DBH","2.3223439999999998E-2","232.23439999999999","6","3.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","4","R5_4_12",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"5.2","1.3","DBH","2.1226400000000003E-3","21.226400000000002","3","1.6","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","4","R5_4_6",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"5.4","1.3","DBH","2.2890600000000003E-3","22.890600000000003","3.6","1 .7","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos, plaga insectos"
"Romero_et_al_2025","R5","4","R5_4_11",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"6.2","1.3","DBH","3.0175400000000004E-3","30.175400000000003","3","1.5","clinometer","low",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","4","R5_4_7",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"6.4","1.3","DBH","3.2153600000000004E-3","32.153600000000004","3.8","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","4","R5_4_10",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"6.8","1.3","DBH","3.6298400000000001E-3","36.298400000000001","5","1.9","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","4","R5_4_4",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"8","1.3","DBH","5.0239999999999998E-3","50.239999999999995","3.5","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","4","R5_4_5",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"8.6999999999999993","1.3","DBH","5.9416649999999988E-3","59.41664999999999","4.2","1.6","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos, plaga insectos"
"Romero_et_al_2025","R5","4","R5_4_8",2016,8,31,"Peliciera rhizophorae",7,"alive",NA,"9.5","1.3","DBH","7.0846249999999998E-3","70.846249999999998","5.2","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","4","R5_4_2",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"10","1.3","DBH","7.8499999999999993E-3","78.5","5","2","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","R5","4","R5_4_9",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"10.5","1.3","DBH","8.6546250000000009E-3","86.546250000000015","5.5","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","R5","4","R5_4_1",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"11.5","1.3","DBH","1.0381625E-2","103.81625","4.5","3.2","clinometer","medium",NA,NA,NA,NA,NA,NA,"fuste hueco, hongos"
"Romero_et_al_2025","R5","4","R5_4_3",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"12.5","1.3","DBH","1.2265625E-2","122.65625","6","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos, plaga insectos, fuste hueco"
"Romero_et_al_2025","R5","5","R5_5_2",2016,8,31,"Rhizophora mangle",2,"alive",NA,"3.8","1.3","DBH","1.1335399999999999E-3","11.3354","4","0","clinometer",NA,NA,NA,NA,NA,NA,NA,NA
"Romero_et_al_2025","R5","5","R5_5_1",2016,8,31,"Peliciera rhizophorae",2,"alive",NA,"13.5","1.3","DBH","1.4306625E-2","143.06625","4.5","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"fuste anillado/picado"
"Romero_et_al_2025","R5","6","R5_6_2",2016,1,9,"Rhizophora mangle",7,"alive",NA,"7","1.8","DBH","3.8465000000000005E-3","38.465000000000003","5","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","R5","6","R5_6_1",2016,1,9,"Rhizophora mangle",7,"alive",NA,"9.5","2.5","DBH","7.0846249999999998E-3","70.846249999999998","8","3","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","R5","6","R5_6_3",2016,1,9,"Rhizophora mangle",2,"alive",NA,"10.5","2.3","DBH","8.6546250000000009E-3","86.546250000000015","6.5","5","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","R5","6","R5_6_6",2016,1,9,"Rhizophora mangle",2,"alive",NA,"11","2.5","DBH","9.4985E-3","94.984999999999999","12","10","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","R5","6","R5_6_5",2016,1,9,"Rhizophora mangle",2,"alive",NA,"12.5","2.3","DBH","1.2265625E-2","122.65625","10","5","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","R5","6","R5_6_4",2016,1,9,"Rhizophora mangle",2,"alive",NA,"14.5","2.4","DBH","1.6504625000000002E-2","165.04625000000001","13","10","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","1","SF1_1_2",2016,9,17,"Rhizophora racemosa",7,"alive",NA,"6.5","1.4","diameter above lowest prop root","0.003316625","33.166249999999998","12","10","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","1","SF1_1_3",2016,9,17,"Rhizophora racemosa",7,"alive",NA,"9.7","2.3","diameter above lowest prop root","0.007386065","73.860649999999993","13","6","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","SF1","1","SF1_1_6",2016,9,17,"Rhizophora racemosa",2,"alive",NA,"18.5","2.7","diameter above lowest prop root","0.026866625","268.66624999999999","29","27","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","SF1","1","SF1_1_4",2016,9,17,"Rhizophora racemosa",2,"alive",NA,"23","2.9","diameter above lowest prop root","0.0415265","415.26499999999999","34","30","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","1","SF1_1_5",2016,9,17,"Rhizophora racemosa",2,"alive",NA,"25","2.7","diameter above lowest prop root","0.0490625","490.625","35","30","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","1","SF1_1_1",2016,9,17,"Rhizophora racemosa",7,"alive",NA,"51.8","3.7","diameter above lowest prop root","0.21063434","2106.3433999999997","39","30","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF1","2","SF1_2_5",2016,9,17,"Rhizophora racemosa",2,"alive",NA,"13.2","2.1","diameter above lowest prop root","0.01367784","136.77839999999998","14","6","clinometer","low",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","2","SF1_2_2",2016,9,17,"Rhizophora racemosa",2,"alive",NA,"13.8","3.8","diameter above lowest prop root","0.01494954","149.49540000000002","16","6","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","SF1","2","SF1_2_1",2016,9,17,"Rhizophora racemosa",2,"alive",NA,"17.8","3.2","diameter above lowest prop root","0.02487194","248.71940000000001","18","12","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","SF1","2","SF1_2_4",2016,9,17,"Rhizophora racemosa",2,"alive",NA,"27.1","2.8","diameter above lowest prop root","0.057651185","576.51185000000009","27","10","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","2","SF1_2_3",2016,9,17,"Rhizophora racemosa",7,"alive",NA,"73.3","2","diameter above lowest prop root","0.421771865","4217.7186499999998","33","10","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","SF1","3","SF1_3_2",2016,9,17,"Rhizophora racemosa",7,"alive",NA,"7.3","2.1","diameter above lowest prop root","0.004183265","41.832650000000001","10","8","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","3","SF1_3_1",2016,9,17,"Rhizophora racemosa",7,"alive",NA,"57.7","2.5","diameter above lowest prop root","0.261349265","2613.4926500000006","34","28","clinometer","high",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","SF1","4","SF1_4_1",2016,9,17,"Rhizophora racemosa",2,"dead","3","18","4.5","diameter above lowest prop root","0.025434","254.34","16","12","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF1","4","SF1_4_2",2016,9,17,"Laguncularia racemosa",2,"alive",NA,"25","1.3","DBH","0.0490625","490.625","10","8.8000000000000007","clinometer","low",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF1","5","SF1_5_6",2016,9,17,"Avicennia germinans",2,"alive",NA,"14.9","1.3","DBH","0.017427785","174.27785","12","2","clinometer","low",NA,NA,NA,NA,NA,NA,"hongos, plaga insectos"
"Romero_et_al_2025","SF1","5","SF1_5_5",2016,9,17,"Laguncularia racemosa",7,"alive",NA,"8.8","1.3","DBH","0.00607904","60.790400000000005","10","8","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF1","5","SF1_5_3",2016,9,17,"Laguncularia racemosa",2,"alive",NA,"13.3","1.3","DBH","0.013885865","138.85865000000001","8","4","clinometer","low",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF1","5","SF1_5_1",2016,9,17,"Laguncularia racemosa",2,"alive",NA,"15.4","1.3","DBH","0.01861706","186.17060000000004","18","6","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF1","5","SF1_5_4",2016,9,17,"Laguncularia racemosa",2,"alive",NA,"17.3","1.3","DBH","0.023494265","234.94265000000001","13","6","clinometer","low",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos, fuste hueco"
"Romero_et_al_2025","SF1","5","SF1_5_2",2016,9,17,"Laguncularia racemosa",2,"alive",NA,"23.7","1.3","DBH","0.044092665","440.92664999999994","20","8","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","1","SF2_1_6",2016,3,9,"Rhizophora mangle",2,"alive",NA,"12","2.3","diameter above lowest prop root","0.011304","113.03999999999999","16","8","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","1","SF2_1_4",2016,3,9,"Rhizophora mangle",2,"alive",NA,"12.3","2","diameter above lowest prop root","0.011876265","118.76265000000002","15","10","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","SF2","1","SF2_1_3",2016,3,9,"Rhizophora mangle",2,"alive",NA,"12.5","2","diameter above lowest prop root","0.012265625","122.65625","15","10","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","1","SF2_1_1",2016,3,9,"Rhizophora mangle",2,"alive",NA,"21.6","3.1","diameter above lowest prop root","0.03662496","366.24960000000004","20","9.5","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","1","SF2_1_7",2016,3,9,"Rhizophora mangle",2,"alive",NA,"24.5","3.1","diameter above lowest prop root","0.047119625","471.19625000000008","28","15","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","1","SF2_1_8",2016,3,9,"Rhizophora mangle",2,"alive",NA,"28.4","3.4","diameter above lowest prop root","0.06331496","633.14959999999985","30","20","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","1","SF2_1_5",2016,3,9,"Rhizophora mangle",2,"alive",NA,"32.5","3","diameter above lowest prop root","0.082915625","829.15625000000011","31","20","clinometer","medium",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","SF2","1","SF2_1_2",2016,3,9,"Rhizophora mangle",2,"alive",NA,"35","3.7","diameter above lowest prop root","0.0961625","961.625","25","18","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","2","SF2_2_1",2016,3,9,"Rhizophora mangle",2,"alive",NA,"4.2","2.2","diameter above lowest prop root","0.00138474","13.8474","8","6.5","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","2","SF2_2_5",2016,3,9,"Rhizophora racemosa",7,"alive",NA,"9","3.1","diameter above lowest prop root","0.0063585","63.585000000000001","12","6","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","2","SF2_2_2",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"21","3.3","diameter above lowest prop root","0.0346185","346.18500000000006","30","20","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","2","SF2_2_3",2016,3,9,"Peliciera rhizophorae",7,"alive",NA,"6.3","1.3","DBH","0.003115665","31.156650000000003","15","8","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","2","SF2_2_4",2016,3,9,"Peliciera rhizophorae",2,"alive",NA,"11.8","1.3","DBH","0.01093034","109.3034","14","6","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","2","SF2_2_6",2016,3,9,"Mora oleifera",2,"alive",NA,"10.7","1.3","DBH","0.008987465","89.874649999999988","8","5","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","3","SF2_3_15",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"10.6","2.1","diameter above lowest prop root","0.00882026","88.202600000000004","17","14","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","3","SF2_3_8",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"14","2.5","diameter above lowest prop root","0.015386","153.86000000000001","13","5","clinometer","low",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","SF2","3","SF2_3_3",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"14.4","3.6","diameter above lowest prop root","0.01627776","162.77760000000004","16","8","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","3","SF2_3_10",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"14.4","2.5","diameter above lowest prop root","0.01627776","162.77760000000004","15","8","clinometer","high",NA,NA,NA,NA,NA,NA,NA
"Romero_et_al_2025","SF2","3","SF2_3_12",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"18.5","3","diameter above lowest prop root","0.026866625","268.66624999999999","28","18","clinometer","medium",NA,NA,NA,NA,NA,NA,NA
"Romero_et_al_2025","SF2","3","SF2_3_7",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"19.7","3","diameter above lowest prop root","0.030465065","304.65064999999998","17","12","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","3","SF2_3_14",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"21.6","2.1","diameter above lowest prop root","0.03662496","366.24960000000004","20","14.5","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","3","SF2_3_6",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"24","2.3","diameter above lowest prop root","0.045216","452.15999999999997","17","10","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","3","SF2_3_11",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"24.7","3.1","diameter above lowest prop root","0.047892065","478.92064999999997","15","10","clinometer","high",NA,NA,NA,NA,NA,NA,NA
"Romero_et_al_2025","SF2","3","SF2_3_13",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"25","3","diameter above lowest prop root","0.0490625","490.625","20","15","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","3","SF2_3_2",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"26.8","2.5","diameter above lowest prop root","0.05638184","563.8184","30","20","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","3","SF2_3_1",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"28.3","4.6","diameter above lowest prop root","0.062869865","628.69865000000016","27","15","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","3","SF2_3_9",2016,3,9,"Rhizophora racemosa",2,"dead","2","32.5","3","diameter above lowest prop root","0.082915625","829.15625000000011","16","13","clinometer",NA,NA,NA,NA,NA,NA,NA,NA
"Romero_et_al_2025","SF2","3","SF2_3_4",2016,3,9,"Peliciera rhizophorae",7,"alive",NA,"6","1.3","DBH","0.002826","28.259999999999998","8","4","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","3","SF2_3_5",2016,3,9,"Peliciera rhizophorae",7,"alive",NA,"6","1.3","DBH","0.002826","28.259999999999998","7","3.1","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","3","SF2_3_16",2016,3,9,"Peliciera rhizophorae",2,"alive",NA,"17","2","diameter above lowest prop root","0.0226865","226.86500000000001","16","6","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","4","SF2_4_7",2016,3,9,"Rhizophora mangle",2,"alive",NA,"13","2.9","diameter above lowest prop root","0.0132665","132.66499999999999","14","7","clinometer","low",NA,NA,NA,NA,NA,NA,"hongos"
"Romero_et_al_2025","SF2","4","SF2_4_6",2016,3,9,"Rhizophora mangle",2,"alive",NA,"15","2.5","diameter above lowest prop root","0.0176625","176.625","16","8","clinometer","low",NA,NA,NA,NA,NA,NA,"plaga insectos, hongos"
"Romero_et_al_2025","SF2","4","SF2_4_2",2016,3,9,"Rhizophora racemosa",7,"alive",NA,"8","2.5","diameter above lowest prop root","0.005024","50.239999999999995","0","0","clinometer","medium",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","4","SF2_4_4",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"10.3","3","diameter above lowest prop root","0.008328065","83.280650000000023","12","8.5","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","4","SF2_4_3",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"11.7","3","diameter above lowest prop root","0.010745865","107.45864999999999","12","8","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","4","SF2_4_5",2016,3,9,"Rhizophora racemosa",2,"alive",NA,"12","2.5","diameter above lowest prop root","0.011304","113.03999999999999","14","7","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","4","SF2_4_1",2016,3,9,"Peliciera rhizophorae",2,"alive",NA,"4.2","1.3","DBH","0.00138474","13.8474","5","2.5","clinometer","high",NA,NA,NA,NA,NA,NA,"sano"
"Romero_et_al_2025","SF2","5","SF2_5_4",2016,3,9,"Rhizophora mangle",7,"alive",NA,"7","2","diameter above lowest prop root","0.0038465","38.465000000000003","8","2","clinometer","low",NA,NA,NA,NA,NA,NA,"hongos, lianas y bejucos"
"Romero_et_al_2025","SF2","5","SF2_5_1",2016,3,9,"Rhizophora mangle",2,"alive",NA,"10.4","2.6","diameter above lowest prop root","0.00849056","84.905600000000007","13","2","clinometer","low",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","5","SF2_5_5",2016,3,9,"Rhizophora mangle",2,"alive",NA,"11","2.5","diameter above lowest prop root","0.0094985","94.984999999999999","15","0","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","5","SF2_5_2",2016,3,9,"Laguncularia racemosa",2,"alive",NA,"14.2","1.3","DBH","0.01582874","158.28739999999996","10","4.5","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","5","SF2_5_3",2016,3,9,"Mora oleifera",2,"alive",NA,"11.5","1.3","DBH","0.010381625","103.81625","13","5","clinometer","high",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","6","SF2_6_11",2016,3,9,"Rhizophora mangle",2,"alive",NA,"4.8","1.3","DBH","0.00180864","18.086400000000001","5","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
"Romero_et_al_2025","SF2","6","SF2_6_7",2016,3,9,"Peliciera rhizophorae",2,"alive",NA,"4.6","1.3","DBH","0.00166106","16.610599999999998","5","2.5","clinometer","medium",NA,NA,NA,NA,NA,NA,"plaga insectos"
