"study_id","site_id","plot_id","core_id","representative_depth_min","representative_depth_max","sediment_dry_weight","dry_bulk_density","fraction_carbon","fraction_h2o","depth_interval_notes","soil_color","soil_carbon_density","interval_carbon_stock"
"Romero_et_al_2025","SL11","1","SL11-1A","0","15","68.03",0.644528659403127,0.0407,0.491297754026143,"Poca raíz","Light olive brown",0.02623,0.39348
"Romero_et_al_2025","SL11","1","SL11-1A","15","30","71.95",0.652489344336628,0.038900000000000004,0.480788506515202,"Poca raíz","Grayish brown",0.02538,0.38073
"Romero_et_al_2025","SL11","1","SL11-1A","30","50","75.89",0.683570527832823,0.0239,0.543157744059548,"Poca raíz","Gray",0.01634,0.32675
"Romero_et_al_2025","SL11","1","SL11-1A","50","100","103.68",0.929198781143574,0.0158,0.602860797767182,"0.1% raíces","Light brownish gray",0.01468,0.6313
"Romero_et_al_2025","SL11","1","SL11-1B","0","15","73.56",0.696920890573188,0.0335,0.496490280777538,"Poca raíz","Light yellowish brown",0.02335,0.3502
"Romero_et_al_2025","SL11","1","SL11-1B","15","30","73.22",0.664006529427768,0.0331,0.492765327410997,"Poca raíz, una hoja y una raíz grande","Light yellowish brown",0.02198,0.32968
"Romero_et_al_2025","SL11","1","SL11-1B","30","50","66.94",0.602954422626554,0.033,0.47752889142530996,"Poca raíz","Light brownish gray",0.0199,0.39795
"Romero_et_al_2025","SL11","1","SL11-1B","50","100","96.42",0.864133357232479,0.0159,0.580109500030082,"Poca raíz","Gray",0.01374,0.54959
"Romero_et_al_2025","SL11","1","SL11-1C","0","15","76.07",0.720701089531028,0.0301,0.535553365249226,"Poca raíz","Grayish brown, light olive brown",0.02169,0.3254
"Romero_et_al_2025","SL11","1","SL11-1C","15","30","78.08",0.708080166863154,0.0305,0.5332240661066721,"Poca raíz","Light olive brown",0.0216,0.32395
"Romero_et_al_2025","SL11","1","SL11-1C","30","50","80.06",0.721131327688705,0.0325,0.49419753086419804,"Poca raíz","Grayish brown, light olive brown",0.02344,0.46874
"Romero_et_al_2025","SL11","1","SL11-1C","50","100","82.75",0.741620362072056,0.018500000000000003,0.565309468506627,"Poca raíz","Gray",0.01372,0.5488
"Romero_et_al_2025","SL11","2","SL11-2","0","15","68.9",0.652771198484131,0.0327,0.48610131226188796,"Poca raíz","Light brownish gray",0.02135,0.32018
"Romero_et_al_2025","SL11","2","SL11-2","15","30","74.5",0.675614401015689,0.027000000000000003,0.501784872364788,"Poca raíz","Gray",0.01824,0.27362
"Romero_et_al_2025","SL11","2","SL11-2","30","50","86.27",0.777067195099982,0.020099999999999996,0.555469705749791,"Poca raíz","Gray, Light olive gray",0.01562,0.31238
"Romero_et_al_2025","SL11","2","SL11-2","50","100","73.18",0.655852303280158,0.0406,0.481067578227715,"Poca raíz","Gray",0.02663,1.09173
"Romero_et_al_2025","SL11","3","SL11-3A","0","15","57.68",0.546470866887731,0.0339,0.492066200307115,"Poca raíz, concha de 1cm","Light brownish gray, pale brown",0.01853,0.27788
"Romero_et_al_2025","SL11","3","SL11-3A","15","30","69.73",0.632356942051329,0.0298,0.47940873152286,"Poca raíz","Light brownish gray",0.01884,0.28266
"Romero_et_al_2025","SL11","3","SL11-3A","30","50","67.8",0.610700774635201,0.0348,0.499815702174714,"Poca raíz","Gray",0.02125,0.42505
"Romero_et_al_2025","SL11","3","SL11-3A","50","100","67.18",0.602079225667682,0.0342,0.5092866348267759,"Poca raíz","Gray",0.02059,1.02956
"Romero_et_al_2025","SL11","3","SL11-3B","0","15","75.95",0.71956418758882,0.0373,0.489368556701031,"Poca raíz y una concha de 0,5 cm","Light brownish gray",0.02684,0.4026
"Romero_et_al_2025","SL11","3","SL11-3B","15","30","81.9",0.742722408633354,0.0232,0.533411488862837,"Poca raíz","Light brownish gray",0.01723,0.25847
"Romero_et_al_2025","SL11","3","SL11-3B","30","50","75.74",0.682219419924338,0.0319,0.502821483104295,"Poca raíz","Gray",0.02176,0.43526
"Romero_et_al_2025","SL11","3","SL11-3B","50","100","87.77",0.786610503674494,0.0253,0.548974230673005,"Poca raíz","Gray",0.0199,0.91546
"Romero_et_al_2025","SL11","3","SL11-3C","0","15","71.36",0.676077688299384,0.0321,0.501793122846495,"Poca raíz","Light olive brown",0.0217,0.32553
"Romero_et_al_2025","SL11","3","SL11-3C","15","30","76.79",0.696381608778453,0.0288,0.5060630025042839,"Poca raíz","Light brownish gray",0.02006,0.30084
"Romero_et_al_2025","SL11","3","SL11-3C","30","50","69.22",0.623491262835525,0.0378,0.493688039369517,"Poca raíz","Gray",0.02357,0.47136
"Romero_et_al_2025","SL11","3","SL11-3C","50","100","84.45",0.756856067395591,0.026600000000000002,0.539961636828644,"Poca raíz","Gray",0.02013,1.00662
"Romero_et_al_2025","SL11","4","SL11-4","0","15","60.87",0.576693510184747,0.045,0.426200812211175,"5% raíz y un caracol de medio cm","Light yellowish brown",0.02595,0.38927
"Romero_et_al_2025","SL11","4","SL11-4","15","30","85.4",0.774462682506575,0.0225,0.511132391668662,"Poca raíz","Light brownish gray",0.01743,0.26138
"Romero_et_al_2025","SL11","4","SL11-4","30","50","74.21",0.668438119257792,0.030299999999999997,0.500708454220363,"Poca raíz","Gray",0.02025,0.40507
"Romero_et_al_2025","SL11","4","SL11-4","50","100","90.12",0.80767162573938,0.0264,0.535345134846145,"5% raíz","Gray",0.02132,1.06613
"Romero_et_al_2025","SL11","5","SL11-5","0","15","72.83",0.690004737091426,0.0378,0.481711753422845,"Poca raíz","Light brownish gray",0.02608,0.39123
"Romero_et_al_2025","SL11","5","SL11-5","15","30","61.88",0.561168042078535,0.0434,0.46048519124869797,"Poca raíz","Gray",0.02435,0.36532
"Romero_et_al_2025","SL11","5","SL11-5","30","50","71.52",0.644208250765628,0.0334,0.48659681589331905,"2% raíz","Gray",0.02152,0.43033
"Romero_et_al_2025","SL11","5","SL11-5","50","100","76.34",0.684172790822728,0.0387,0.475905492176298,"2% raíz","Gray",0.02648,1.08558
"Romero_et_al_2025","SL11","6","SL11-6A","0","15","59.99",0.568356229275225,0.0364,0.450206378986867,"Poca raíz","Light brownish gray",0.02069,0.31032
"Romero_et_al_2025","SL11","6","SL11-6A","15","30","73.27",0.664459961911671,0.0275,0.49959089049502303,"Poca raíz","Gray, light brownish gray",0.01827,0.27409
"Romero_et_al_2025","SL11","6","SL11-6A","30","50","67.25",0.605746712304089,0.038900000000000004,0.44992306148391004,"1% raíz","Gray",0.02356,0.47127
"Romero_et_al_2025","SL11","6","SL11-6A","50","100","68.36",0.612654597598136,0.044000000000000004,0.471448275862069,"5% raíz","Gray",0.02696,1.21306
"Romero_et_al_2025","SL11","6","SL11-6B","0","15","53.32",0.505163429654192,0.0432,0.438342650443933,"Poca raíz","Light brownish gray",0.02182,0.32735
"Romero_et_al_2025","SL11","6","SL11-6B","15","30","66.69",0.604788247030017,0.0315,0.484489647657101,"Poca raíz","Gray",0.01905,0.28576
"Romero_et_al_2025","SL11","6","SL11-6B","30","50","65.2",0.587281570888128,0.0407,0.467651699899584,"Poca raíz","Gray",0.0239,0.47805
"Romero_et_al_2025","SL11","6","SL11-6B","50","100","80.16",0.718408316902671,0.0262,0.555470861340171,"Poca raíz","Gray",0.01882,1.88223
"Romero_et_al_2025","SL11","6","SL11-6C","0","15","50.56",0.47901468498342,0.045599999999999995,0.408565656565657,"Poca raíz","Light brownish gray",0.02184,0.32765
"Romero_et_al_2025","SL11","6","SL11-6C","15","30","48.12",0.436383422508389,0.0581,0.390901705930138,"Poca raíz","Gray",0.02535,0.38031
"Romero_et_al_2025","SL11","6","SL11-6C","30","50","58.45",0.526481715006305,0.046900000000000004,0.41106969547788197,"Poca raíz","Gray",0.02469,0.49384
"Romero_et_al_2025","SL11","6","SL11-6C","50","100","79.17",0.709535759096612,0.0275,0.552092050209205,"Poca raíz","Gray",0.01951,0.97561
"Romero_et_al_2025","SL12","1","SL12-1A","0","15","38.9",0.36854571293226,0.071,0.33092301148447495,"Raíces y un raíz grande","Grayish brown",0.02617,0.3925
"Romero_et_al_2025","SL12","1","SL12-1A","15","30","27.12",0.245941779269067,0.111,0.256648055266395,"Raíces y un raíz grande","Grayish brown",0.0273,0.40949
"Romero_et_al_2025","SL12","1","SL12-1A","30","50","30.46",0.274364979283012,0.12710000000000002,0.25504479611487896,"Raíces y un raíz grande","Very dark gray",0.03487,0.69744
"Romero_et_al_2025","SL12","1","SL12-1A","50","100","41.37",0.370765370138018,0.1097,0.30970205120527,"Raíces","Very dark gray",0.04067,1.0575
"Romero_et_al_2025","SL12","1","SL12-1B","0","15","38.27",0.36257697773567,0.0825,0.32863890081580105,"Poca raíz","Grayish brown",0.02991,0.44869
"Romero_et_al_2025","SL12","1","SL12-1B","15","30","48.46",0.43946676339893,0.0839,0.35661196556038,"Poca raíz","Gray",0.03687,0.55307
"Romero_et_al_2025","SL12","1","SL12-1B","30","50","43.01",0.38740767429292,0.08900000000000001,0.324041286822874,"Poca raíz","Dark gray",0.03448,0.68959
"Romero_et_al_2025","SL12","1","SL12-1C","0","15","39.22",0.371577451444813,0.0796,0.318447547905164,"Poca raíz","Grayish brown",0.02958,0.44366
"Romero_et_al_2025","SL12","1","SL12-1C","15","30","30.71",0.278498231613313,0.09140000000000001,0.27842248413418,"Poca raíz","Grayish brown",0.02545,0.38182
"Romero_et_al_2025","SL12","1","SL12-1C","30","50","36.68",0.33039092055485503,0.11289999999999999,0.297485806974858,"Raíces","Dark gray",0.0373,0.74602
"Romero_et_al_2025","SL12","2","SL12-2","0","15","48.12",0.455897678825201,0.0482,0.393909626719057,"Poca raíz","Light olive brown",0.02197,0.32961
"Romero_et_al_2025","SL12","2","SL12-2","15","30","71.77",0.650856987394577,0.0408,0.46098015286787797,"Poca raíz","Light olive brown, olive yellow",0.02655,0.39832
"Romero_et_al_2025","SL12","2","SL12-2","30","50","71.85",0.647180688164295,0.0262,0.459457731167668,"Poca raíz","Light olive brown, Light brownish gray",0.01696,0.33912
"Romero_et_al_2025","SL12","3","SL12-3A","0","15","103.05",0.976314542870677,0.022400000000000003,0.5975645114525949,"Poca raíz","Yellowish brown, dark yellowish brown",0.02187,0.32804
"Romero_et_al_2025","SL12","3","SL12-3A","15","30","60.95",0.552734197877936,0.010700000000000001,0.578822412155745,"Poca raíz","Yellowish brown, pale brown",0.00591,0.08871
"Romero_et_al_2025","SL12","3","SL12-3A","30","50","106.93",0.963159791028644,0.008,0.596441320838911,"Poca raíz","Yellowish brown, brownish yellow",0.00771,0.15411
"Romero_et_al_2025","SL12","3","SL12-3A","50","100","89.95",0.806148055207026,0.0034999999999999996,0.569231742817365,"Poca raíz","Light gray, brown, yelowish brown",0.00282,0.11568
"Romero_et_al_2025","SL12","3","SL12-3B","0","15","97.21",0.92098531501658,0.0233,0.599137134052388,"Poca raíz","Yellowish brown",0.02146,0.32188
"Romero_et_al_2025","SL12","3","SL12-3B","15","30","78.8",0.714609594631359,0.020499999999999997,0.545328719723183,"Poca raíz y una raíz grande","Yellowish brown",0.01465,0.21974
"Romero_et_al_2025","SL12","3","SL12-3B","30","50","86.04",0.774995496306972,0.011200000000000002,0.5540601455341619,"Poca raíz y una raíz grande","Yellowish brown, Light yellowish brown",0.00868,0.1736
"Romero_et_al_2025","SL12","3","SL12-3C","0","15","100.51",0.952250118427286,0.021099999999999997,0.600095528091229,"Poca raíz","Yellowish brown",0.02009,0.30139
"Romero_et_al_2025","SL12","3","SL12-3C","15","30","87.9",0.797134306701732,0.0173,0.554434212186199,"Poca raíz","Brown",0.01379,0.20686
"Romero_et_al_2025","SL12","3","SL12-3C","30","50","94.55",0.851648351648352,0.0070999999999999995,0.58066695326414,"Poca raíz","Yellowish brown",0.00605,0.12093
"Romero_et_al_2025","SL12","4","SL12-4","0","15","66.43",0.62936996684036,0.0227,0.564401019541206,"Poca raíz","Yellowish brown",0.01429,0.2143
"Romero_et_al_2025","SL12","4","SL12-4","15","30","88.06",0.798585290650222,0.0123,0.565538501059662,"Poca raíz","Brown, yellowish brown",0.00982,0.14734
"Romero_et_al_2025","SL12","4","SL12-4","30","50","102.49",0.923166996937489,0.009000000000000001,0.593044786483046,"Poca raíz","Light olive brown",0.00831,0.16617
"Romero_et_al_2025","SL12","4","SL12-4","50","100","60.47",0.541943000537731,0.0291,0.45866201456310696,"Poca raíz","Light olive brown",0.01577,0.67813
"Romero_et_al_2025","SL12","5","SL12-5","0","15","91.1",0.863098057792515,0.0265,0.606040447046301,"Poca raíz","Brown",0.02287,0.34308
"Romero_et_al_2025","SL12","5","SL12-5","15","30","91.24",0.827423596626462,0.024700000000000003,0.564569024194047,"Poca raíz","Brown",0.02044,0.30656
"Romero_et_al_2025","SL12","5","SL12-5","30","50","52.57",0.473518284993695,0.0277,0.46182904331019897,"Poca raíz","Light olive brown",0.01312,0.26233
"Romero_et_al_2025","SL12","5","SL12-5","50","100","101.95",0.913694210431977,0.0139,0.5700307520268381,"Poca raíz","Light olive brown",0.0127,0.54612
"Romero_et_al_2025","SL12","6","SL12-6A","0","15","42.28",0.400568450971104,0.057800000000000004,0.37672636549942096,"20% raíz","Dark grayish brown",0.02315,0.34729
"Romero_et_al_2025","SL12","6","SL12-6A","15","30","37.36",0.338804751972431,0.0642,0.32332323669407204,"20% raíz","Dark grayish brown",0.02175,0.32627
"Romero_et_al_2025","SL12","6","SL12-6A","30","50","44.59",0.401639344262295,0.0745,0.329758911403639,"Raíces","Dark grayish brown",0.02992,0.59844
"Romero_et_al_2025","SL12","6","SL12-6A","50","100","70.74",0.633984585051085,0.0304,0.501239991497201,"Poca raíz","Dark grayish brown, olive yellow",0.01927,0.7902
"Romero_et_al_2025","SL12","6","SL12-6B","0","15","69.01",0.653813358597821,0.055999999999999994,0.454581384625519,"Raíces","Light olive brown",0.03661,0.5492
"Romero_et_al_2025","SL12","6","SL12-6B","15","30","60.27",0.546567516096853,0.044000000000000004,0.412187115305704,"Poca raíz","Dark grayish brown",0.02405,0.36073
"Romero_et_al_2025","SL12","6","SL12-6B","30","50","59.33",0.534408214736084,0.0489,0.39545424248483596,"Poca raíz","Olive brown",0.02613,0.52265
"Romero_et_al_2025","SL12","6","SL12-6B","50","100","64.08",0.574296468901237,0.04190000000000001,0.427913188647746,"Raíces","Dark gray",0.02406,0.69783
"Romero_et_al_2025","SL12","6","SL12-6C","0","15","77.33",0.732638559924207,0.0461,0.505821559392988,"Poca raíz","Gray",0.03377,0.50662
"Romero_et_al_2025","SL12","6","SL12-6C","15","30","59.2",0.536864060941326,0.0548,0.430921531518416,"Poca raíz","Gray",0.02942,0.4413
"Romero_et_al_2025","SL12","6","SL12-6C","30","50","50.19",0.452080706179067,0.061,0.41288252714708795,"Poca raíz","Dark grayish brown",0.02758,0.55154
"Romero_et_al_2025","SL13","1","SL13-1A","0","15","41.88",0.396778777830412,0.0935,0.32404828226555205,"Raíces y una raíz grande","Gray",0.0371,0.55648
"Romero_et_al_2025","SL13","1","SL13-1A","15","30","50.37",0.45678788428403,0.09029999999999999,0.364234579506833,"Raíces","Dark gray",0.04125,0.61872
"Romero_et_al_2025","SL13","1","SL13-1A","30","50","39.81",0.358584038911908,0.1101,0.300884286901973,"Raíces","Dark gray",0.03948,0.7896
"Romero_et_al_2025","SL13","1","SL13-1A","50","100","41.57",0.372557806058433,0.11109999999999999,0.29526244761701803,"Raíces y una raíz grande","Very dark gray",0.04139,1.65565
"Romero_et_al_2025","SL13","1","SL13-1B","0","15","39.34",0.37271435338702,0.0955,0.31472,"Raíces","Gray",0.03559,0.53391
"Romero_et_al_2025","SL13","1","SL13-1B","15","30","39.02",0.353858710438016,0.09609999999999999,0.31178585697163397,"Raíces","Gray",0.03401,0.51009
"Romero_et_al_2025","SL13","1","SL13-1B","30","50","38.52",0.346964510898937,0.0868,0.29299459952841,"Raíces","Dark gray",0.03012,0.60233
"Romero_et_al_2025","SL13","1","SL13-1B","50","100","43.09",0.386180319053594,0.09380000000000001,0.31324512939808097,"Raíces","Very Dark gray",0.03622,1.26783
"Romero_et_al_2025","SL13","1","SL13-1C","0","15","41.58",0.393936522974893,0.11359999999999999,0.317598533455545,"Raíces","Gray",0.04475,0.67127
"Romero_et_al_2025","SL13","1","SL13-1C","15","30","36.25",0.328738550829781,0.0809,0.27837505759484,"Raíces","Gray",0.02659,0.39892
"Romero_et_al_2025","SL13","1","SL13-1C","30","50","42.02",0.37849036209692,0.1025,0.304294300818307,"Raíces y una raíz grande","Dark gray",0.0388,0.77591
"Romero_et_al_2025","SL13","1","SL13-1C","50","100","37.91",0.339756228714823,0.1104,0.295318220768092,"Raíces","Dark gray",0.03751,0.8252
"Romero_et_al_2025","SL13","2","SL13-2","0","15","27.72",0.262624348649929,0.147,0.255107675317504,"Raíces y una raíz grande","Very dark gray",0.03861,0.57909
"Romero_et_al_2025","SL13","2","SL13-2","15","30","31.74",0.287838940781718,0.13570000000000002,0.289889487624441,"Raíces y una raíz grande","Very dark gray",0.03906,0.5859
"Romero_et_al_2025","SL13","2","SL13-2","30","50","37.65",0.339128085029724,0.1117,0.291318477251625,"Raíces y una raíz grande","Very dark gray",0.03788,0.75761
"Romero_et_al_2025","SL13","3","SL13-3A","0","15","32.77",0.310468972051161,0.1777,0.266617850459686,"Raíces y una raíz grande","Dark gray",0.05517,0.82756
"Romero_et_al_2025","SL13","3","SL13-3A","15","30","34.13",0.309513013512288,0.1743,0.252310194425963,"Raíces y una raíz grande","Very dark gray",0.05395,0.80922
"Romero_et_al_2025","SL13","3","SL13-3A","30","50","38.22",0.344262295081967,0.1011,0.291577662496186,"Raíces y una raíz grande","Very dark gray",0.0348,0.6961
"Romero_et_al_2025","SL13","3","SL13-3A","50","100","41.91",0.37560494712314,0.13119999999999998,0.304224738675958,"Raíces","Very dark gray",0.04928,1.9219
"Romero_et_al_2025","SL13","3","SL13-3B","0","15","39.27",0.372051160587399,0.1727,0.291277258566978,"Raíces","Very dark gray",0.06425,0.9638
"Romero_et_al_2025","SL13","3","SL13-3B","15","30","30.43",0.275959009703455,0.2046,0.237363494539782,"Raíces y una raíz grande","Very dark gray",0.05646,0.84692
"Romero_et_al_2025","SL13","3","SL13-3B","30","50","35.77",0.32219419924338,0.1586,0.286917462099944,"Raíces","Very dark gray",0.0511,1.022
"Romero_et_al_2025","SL13","3","SL13-3B","50","100","41.79",0.374529485570891,0.16,0.273208682008368,"Raíces y una raíz grande","Very dark gray",0.05992,1.97752
"Romero_et_al_2025","SL13","3","SL13-3C","0","15","17.2",0.162955945049739,0.2052,0.207804760178809,"Raíces y una raíz grande","Very dark gray",0.03344,0.50158
"Romero_et_al_2025","SL13","3","SL13-3C","15","30","31.29",0.283758048426589,0.1773,0.259775840597758,"Raíces y una raíz grande","Very dark gray",0.05031,0.75465
"Romero_et_al_2025","SL13","3","SL13-3C","30","50","35.08",0.315979102864349,0.1335,0.28506419632699503,"Raíces y una raíz grande","Dark gray",0.04218,0.84366
"Romero_et_al_2025","SL13","3","SL13-3C","50","100","34.07",0.305341459042839,0.14,0.279330983028614,"Raíces y una raíz grande","Very dark gray",0.04275,0.94045
"Romero_et_al_2025","SL13","4","SL13-4","0","15","34.68",0.328564661297963,0.18059999999999998,0.295652173913043,"Poca raíces y una raíz grande","Very dark gray",0.05934,0.89008
"Romero_et_al_2025","SL13","4","SL13-4","15","30","36.99",0.335449351591548,0.1485,0.302750040923228,"Raíces y una raíz grande","Very dark gray",0.04981,0.74721
"Romero_et_al_2025","SL13","4","SL13-4","30","50","39.94",0.359754999099261,0.1125,0.314562495077577,"Raíces y una raíz grande","Very dark gray",0.04047,0.80945
"Romero_et_al_2025","SL13","4","SL13-4","50","100","36",0.322638465674852,0.1649,0.27182120205376,"Raíces","Black",0.0532,1.86211
"Romero_et_al_2025","SL13","5","SL13-5","0","15","26.42",0.250307910942681,0.2498,0.237312494386059,"Raíces y una raíz grande","Very dark gray",0.06253,0.9379
"Romero_et_al_2025","SL13","5","SL13-5","15","30","27.24",0.247030017230434,0.2002,0.25308928737340897,"Raíces y una raíz grande","Very dark gray",0.04946,0.74183
"Romero_et_al_2025","SL13","5","SL13-5","30","50","38.58",0.347504954062331,0.11599999999999999,0.307238990204667,"Raíces","Very dark gray",0.04031,0.80621
"Romero_et_al_2025","SL13","5","SL13-5","50","100","31.99",0.286700125470514,0.17059999999999997,0.268800941097387,"Raíces y una raíz grande","Very dark gray",0.04891,1.66298
"Romero_et_al_2025","SL13","6","SL13-6A","0","15","25.65",0.24301279014685,0.2817,0.23002421307506102,"Raíces","Black",0.06846,1.02685
"Romero_et_al_2025","SL13","6","SL13-6A","15","30","23.32",0.211480910492428,0.2693,0.205861581920904,"Raíces y una raíz grande","Black",0.05695,0.85428
"Romero_et_al_2025","SL13","6","SL13-6A","30","50","31.81",0.286524950459377,0.19390000000000002,0.256222311719694,"Raíces y una raíz grande","Very dark gray",0.05556,1.11114
"Romero_et_al_2025","SL13","6","SL13-6A","50","100","36.42",0.326402581107725,0.16449999999999998,0.281823106089917,"Raíces y una raíz grande","Very dark gray",0.05369,1.6108
"Romero_et_al_2025","SL13","6","SL13-6B","0","15","29.48",0.279298910468972,0.2686,0.230727087735775,"Raíces y una raíz grande","Dark reddish brown",0.07502,1.1253
"Romero_et_al_2025","SL13","6","SL13-6B","15","30","32.99",0.299174752879296,0.20329999999999998,0.258927870653795,"Raíces y una raíz grande","Dark gray",0.06082,0.91233
"Romero_et_al_2025","SL13","6","SL13-6B","30","50","29.64",0.266978922716628,0.1809,0.260365425158117,"Raíces y una raíz grande","Very dark gray",0.0483,0.96593
"Romero_et_al_2025","SL13","6","SL13-6B","50","100","35.06",0.314214016848898,0.1971,0.279652229400973,"Raíces y una raíz grande","Very dark gray",0.06193,1.67215
"Romero_et_al_2025","SL13","6","SL13-6C","0","15","26.01",0.246423495973472,0.2702,0.206806074580584,"Raíces","Very dark gray",0.06658,0.99875
"Romero_et_al_2025","SL13","6","SL13-6C","15","30","26.06",0.23632901061032,0.23670000000000002,0.20736850481419603,"Raíces y una raíz grande","Very dark gray",0.05594,0.83909
"Romero_et_al_2025","SL13","6","SL13-6C","30","50","36.75",0.331021437578815,0.1469,0.28453081449365103,"Raíces y una raíz grande","Dark gray",0.04863,0.97254
"Romero_et_al_2025","SL13","6","SL13-6C","50","100","33.35",0.298888689729342,0.16920000000000002,0.260059263880225,"Raíces y una raíz grande","Very dark gray",0.05057,1.71945
"Romero_et_al_2025","SL14","1","SL14-1A","0","15","73.43",0.695689246802463,0.0208,0.5267197475073521,"Raíces y una raíz grande","Grayish brown",0.01447,0.21706
"Romero_et_al_2025","SL14","1","SL14-1A","15","30","71.89",0.651945225355945,0.0263,0.492060232717317,"Raíces y una raíz grande","Gray",0.01715,0.25719
"Romero_et_al_2025","SL14","1","SL14-1A","30","50","89.54",0.806521347504954,0.026600000000000002,0.526303415035561,"Raíces","Gray",0.02145,0.42907
"Romero_et_al_2025","SL14","1","SL14-1A","50","100","75.51",0.676734181753002,0.0325,0.486533505154639,"Raíces","Gray",0.02199,1.01172
"Romero_et_al_2025","SL14","1","SL14-1B","0","15","75.53",0.715585030791094,0.02,0.527738960313024,"Raíces","Gray",0.01431,0.21468
"Romero_et_al_2025","SL14","1","SL14-1B","15","30","88.65",0.803935793960279,0.030299999999999997,0.517060367454068,"Raíces","Dark Gray",0.02436,0.36539
"Romero_et_al_2025","SL14","1","SL14-1B","30","50","56.45",0.508466942893172,0.042300000000000004,0.413704653719311,"Pocas raíces","Dark Gray",0.02151,0.43016
"Romero_et_al_2025","SL14","1","SL14-1B","50","100","62.64",0.561390930274243,0.0388,0.425283454409668,"Raíces y una raíz grande","Dark Gray",0.02178,1.0891
"Romero_et_al_2025","SL14","1","SL14-1C","0","15","76.93",0.728848886783515,0.0407,0.484140969162996,"Pocas raíces","Gray",0.02966,0.44496
"Romero_et_al_2025","SL14","1","SL14-1C","15","30","82.42",0.747438106465947,0.0365,0.48360030511060303,"Pocas raíces","Gray",0.02728,0.40922
"Romero_et_al_2025","SL14","1","SL14-1C","30","50","64.09",0.57728337236534,0.0294,0.43161155633375997,"Raíces y una raíz grande","Dark gray",0.01697,0.33944
"Romero_et_al_2025","SL14","1","SL14-1C","50","100","53.32",0.477863416382864,0.04650000000000001,0.38249641319942596,"Raíces y una raíz grande","Dark gray",0.02222,0.91105
"Romero_et_al_2025","SL14","2","SL14-2","0","15","68",0.644244433917575,0.0276,0.508943941321757,"0.3% raíces","Grayish brown",0.01778,0.26672
"Romero_et_al_2025","SL14","2","SL14-2","15","30","54.94",0.498231613312778,0.0401,0.39251268128884803,"Raíces","Grayish brown",0.01998,0.29969
"Romero_et_al_2025","SL14","2","SL14-2","30","50","65.17",0.587011349306431,0.0446,0.434235074626866,"Raíces y una raíz grande","Gray",0.02618,0.52361
"Romero_et_al_2025","SL14","2","SL14-2","50","100","89.08",0.798350958953217,0.029300000000000003,0.555742716326658,"Raíces","Dark gray",0.02339,1.16958
"Romero_et_al_2025","SL14","3","SL14-3A","0","15","72.64",0.688204642349597,0.0353,0.469068836368333,"0.3% raíces","Grayish brown",0.02429,0.3644
"Romero_et_al_2025","SL14","3","SL14-3A","15","30","51.26",0.464858982497506,0.0605,0.35617009449694303,"Raíces","Gray",0.02812,0.42186
"Romero_et_al_2025","SL14","3","SL14-3A","30","50","49.39",0.444874797333814,0.0594,0.36571640133284,"Raíces","Dark gray",0.02643,0.52851
"Romero_et_al_2025","SL14","3","SL14-3A","50","100","50.77",0.455009858397562,0.0617,0.37243251173708897,"20% raíces","Very dark gray",0.02807,0.70185
"Romero_et_al_2025","SL14","3","SL14-3B","0","15","42.24",0.400189483657035,0.0575,0.335504368546465,"Pocas raíces","Grayish brown",0.02301,0.34516
"Romero_et_al_2025","SL14","3","SL14-3B","15","30","60.86",0.55191801940691,0.0535,0.41790839799491897,"Raíces","Dark gray",0.02953,0.44291
"Romero_et_al_2025","SL14","3","SL14-3B","30","50","48.96",0.44100162132949,0.057300000000000004,0.361942781104458,"Raíces y una raíz grande","Dark gray",0.02527,0.50539
"Romero_et_al_2025","SL14","3","SL14-3B","50","100","57.49",0.515235705323535,0.0571,0.40127032874991303,"Pocas raíces y una raíz grande","Very dark gray",0.02942,0.85318
"Romero_et_al_2025","SL14","3","SL14-3C","0","15","57.5",0.54476551397442,0.0454,0.407627959733447,"Pocas raíces","Dark grayish brown",0.02473,0.37099
"Romero_et_al_2025","SL14","3","SL14-3C","15","30","54.13",0.490886007073547,0.0525,0.40051794302626703,"Pocas raíces","Dark gray",0.02577,0.38657
"Romero_et_al_2025","SL14","3","SL14-3C","30","50","45.47",0.409565843992074,0.0528,0.349446664617276,"Pocas raíces","Dark gray",0.02163,0.4325
"Romero_et_al_2025","SL14","3","SL14-3C","50","100","66.18",0.593117046065603,0.0512,0.445027234214242,"Pocas raíces","Dark gray",0.03037,1.18434
"Romero_et_al_2025","SL14","4","SL14-4","0","15","42.61",0.403694931312174,0.06,0.345104073864097,"Raíces y una raíz grande","Gray",0.02422,0.36333
"Romero_et_al_2025","SL14","4","SL14-4","15","30","39.37",0.357032737825338,0.0851,0.31734644526841804,"Raíces y una raíz grande","Dark gray",0.03038,0.45575
"Romero_et_al_2025","SL14","4","SL14-4","30","50","32.99",0.297153666006125,0.0855,0.28045566607158,"Raíces y una raíz grande","Dark gray",0.02541,0.50813
"Romero_et_al_2025","SL14","4","SL14-4","50","100","63.24",0.56676823803549,0.047,0.430028559771522,"Raíces","Dark gray",0.02664,0.79914
"Romero_et_al_2025","SL14","5","SL14-5","0","15","58.54",0.554618664140218,0.055,0.37324662076001,"0.3% raíces","Grayish brown",0.0305,0.45756
"Romero_et_al_2025","SL14","5","SL14-5","15","30","52.85",0.479278135485626,0.0555,0.37858166189111697,"Raíces","Grayish brown",0.0266,0.399
