"study_id","site_id","plot_id","core_id","representative_depth_min","representative_depth_max","sediment_dry_weight","dry_bulk_density","fraction_carbon","fraction_h2o","depth_interval_notes","soil_color","soil_carbon_density","interval_carbon_stock"
"Romero_et_al_2025","R4","4","R4-4","15","30","48.95",0.443910401741181,0.0771,0.376799322607959,"Raíces y una raíz grande","Dark gray",0.03423,0.51338
"Romero_et_al_2025","R4","4","R4-4","30","50","67.62",0.609079445145019,0.0747,0.468088052055932,"25% raíces y una raíz grande","Very dark gray",0.0455,0.68247
"Romero_et_al_2025","R5","1","R5-1","0","15","53.98",0.511416390336333,0.0483,0.407580791301722,"Pocas raíces y una raíz grande","Grayish brown",0.0247,0.37052
"Romero_et_al_2025","R5","1","R5-1","15","30","48.62",0.44091774734742,0.050199999999999995,0.37273842379638095,"Pocas raíces","Grayish brown",0.02213,0.33201
"Romero_et_al_2025","R5","1","R5-1","30","50","48.81",0.439650513421005,0.0565,0.358897058823529,"Pocas raíces","Dark gray",0.02484,0.39744
"Romero_et_al_2025","R5","2","R5-2","0","15","45.24",0.428612032212222,0.0874,0.361486216540152,"Exoesqueleto de insecto de 2 cm, raíces y una raíz grande","Dark gray",0.03746,0.56191
"Romero_et_al_2025","R5","2","R5-2","15","30","45.78",0.415162782261721,0.08810000000000001,0.340447683498178,"Raíces y una raíz grande","Very dark gray",0.03658,0.54864
"Romero_et_al_2025","R5","2","R5-2","30","50","43.39",0.390830480994415,0.07980000000000001,0.33320534480110603,"Pocas raíces","Very dark gray",0.03119,0.62377
"Romero_et_al_2025","R5","2","R5-2","50","100","43.96",0.393977415307403,0.0626,0.400546697038724,"Pocas raíces","Very dark gray",0.02466,0.8632
"Romero_et_al_2025","R5","3","R5-3","0","15","42.36",0.401326385599242,0.1277,0.334491471888819,"Raíces y una raíz grande","Dark gray",0.05125,0.76874
"Romero_et_al_2025","R5","3","R5-3","15","30","41.57",0.376983767117076,0.11109999999999999,0.317279804609983,"Raíces y una raíz grande","Very dark gray",0.04188,0.62824
"Romero_et_al_2025","R5","3","R5-3","30","50","37.78",0.340299045217078,0.1115,0.29905802263912,"Raíces y una raíz grande","Very dark gray",0.03794,0.75887
"Romero_et_al_2025","R5","3","R5-3","50","100","39.92",0.357770209715003,0.1229,0.307526384716124,"Raíces","Very dark gray",0.04397,1.89071
"Romero_et_al_2025","R5","4","R5-4","0","15","44.23",0.419043107531975,0.12390000000000001,0.334189648658859,"Raíces y una raíz grande","Dark gray",0.05192,0.77879
"Romero_et_al_2025","R5","4","R5-4","15","30","43.19",0.391674979595538,0.1025,0.33103395416570897,"Raíces y una raíz grande","Dark gray",0.04015,0.6022
"Romero_et_al_2025","R5","4","R5-4","30","50","43.39",0.390830480994415,0.1322,0.331196091901382,"Raíces","Very dark gray",0.05167,1.03336
"Romero_et_al_2025","R5","4","R5-4","50","100","43.72",0.391826492202904,0.1081,0.320457377409661,"30% raíces","Very dark gray",0.04236,1.56719
"Romero_et_al_2025","R5","5","R5-5","0","15","43.94",0.416295594504974,0.10490000000000001,0.32528871779686097,"Raíces y una raíz grande","Dark gray",0.04367,0.65504
"Romero_et_al_2025","R5","5","R5-5","15","30","44.84",0.406638251564342,0.10289999999999999,0.33232046246201696,"Raíces","Very dark gray",0.04184,0.62765
"Romero_et_al_2025","R5","5","R5-5","30","50","54.36",0.489641506034949,0.0962,0.37115936091765694,"Raíces","Very dark gray",0.0471,0.94207
"Romero_et_al_2025","R5","5","R5-5","50","100","45.07",0.403925434665711,0.1117,0.34605343980344005,"Pocas raíces y una raíz grande","Very dark gray",0.04512,0.7219
"Romero_et_al_2025","R5","6","R5-6","0","15","37.01",0.350639507342492,0.052300000000000006,0.337374658158614,"Pocas raíces","Dark gray",0.01834,0.27508
"Romero_et_al_2025","R5","6","R5-6","15","30","34.09",0.309150267525166,0.0802,0.287073684210526,"30% raíces","Very dark gray",0.02479,0.37191
"Romero_et_al_2025","R5","6","R5-6","30","50","41.97",0.378039992794091,0.0799,0.299358059914408,"Pocas raíces","Dark gray",0.03021,0.60411
"Romero_et_al_2025","R5","6","R5-6","50","100","47.9",0.429288402939595,0.0645,0.340779738190097,"Raíces","Dark gray",0.02769,0.96912
"Romero_et_al_2025","SF1","1","SF1-1A","0","15","63.85",0.604926575082899,0.048499999999999995,0.476634816363093,"20% raíces","Gray",0.02934,0.44008
"Romero_et_al_2025","SF1","1","SF1-1A","15","30","63.81",0.578670535957196,0.0452,0.463600697471665,"30% raíces y una raíz grande","Gray",0.02616,0.39234
"Romero_et_al_2025","SF1","1","SF1-1A","30","50","55.42",0.499189335254909,0.059500000000000004,0.40948721737845406,"Raíces y una raíz grande","Gray",0.0297,0.44553
"Romero_et_al_2025","SF1","1","SF1-1A","50","100","72.81",0.652536296827388,0.0482,0.44545732639951097,"30% raíces","Dark gray",0.03145,0.47178
"Romero_et_al_2025","SF1","1","SF1-1B","0","15","72.27",0.684699194694458,0.0391,0.450954698614751,"Pocas raíces","Dark gray",0.02677,0.40158
"Romero_et_al_2025","SF1","1","SF1-1B","15","30","63.18",0.572957286660016,0.0501,0.442096424323001,"Pocas raíces","Dark gray",0.02871,0.43058
"Romero_et_al_2025","SF1","1","SF1-1B","30","50","65.02",0.585660241397946,0.0467,0.43465472290928503,"Pocas raíces","Dark gray",0.02735,0.41025
"Romero_et_al_2025","SF1","1","SF1-1B","50","100","64.11",0.574565334289299,0.042800000000000005,0.44945316881660097,"Pocas raíces","Dark gray",0.02459,0.36887
"Romero_et_al_2025","SF1","1","SF1-1C","0","15","70.75",0.67029843675983,0.0481,0.47273820660162996,"Raíces","Dark gray",0.03224,0.48362
"Romero_et_al_2025","SF1","1","SF1-1C","15","30","59.38",0.538496417883377,0.0431,0.42278390886436495,"Raíces","Dark gray",0.02321,0.34814
"Romero_et_al_2025","SF1","1","SF1-1C","30","50","62.04",0.558818230949378,0.0611,0.392658227848101,"Raíces","Dark gray",0.03414,0.51216
"Romero_et_al_2025","SF1","1","SF1-1C","50","100","74.79",0.670281412439505,0.0462,0.486977471024873,"Raíces","Dark gray",0.03097,0.46451
"Romero_et_al_2025","SF1","2","SF1-2","0","15","62.44",0.591567977261961,0.0524,0.44853099633647,"30% raíces","Dark gray",0.031,0.46497
"Romero_et_al_2025","SF1","2","SF1-2","15","30","61.75",0.559989117620386,0.0555,0.419184033670491,"20% raíces","Dark gray",0.03108,0.46619
"Romero_et_al_2025","SF1","2","SF1-2","30","50","65.07",0.586110610700775,0.053899999999999997,0.445745992601726,"Raíces","Dark gray",0.03159,0.47387
"Romero_et_al_2025","SF1","2","SF1-2","50","100","47.69",0.427406345223158,0.054900000000000004,0.390293804730338,"20% Raíces","Gray",0.02346,0.35197
"Romero_et_al_2025","SF1","3","SF1-3A","0","15","35.76",0.33879677877783,0.0611,0.307454217178231,"Raíces","Very dark gray",0.0207,0.31051
"Romero_et_al_2025","SF1","3","SF1-3A","15","30","56.61",0.513376258275143,0.045,0.410455336426914,"Raíces","Dark gray",0.0231,0.34653
"Romero_et_al_2025","SF1","3","SF1-3A","30","50","54.67",0.492433795712484,0.050199999999999995,0.40737704918032797,"Raíces y una raíz grande","Dark gray",0.02472,0.3708
"Romero_et_al_2025","SF1","3","SF1-3A","50","100","61.85",0.5543108083886,0.052000000000000005,0.434278893413846,"30% raíces","Very dark gray",0.02882,0.43236
"Romero_et_al_2025","SF1","3","SF1-3B","0","15","45.46",0.430696352439602,0.0417,0.361568440308598,"Raíces","Dark gray",0.01796,0.2694
"Romero_et_al_2025","SF1","3","SF1-3B","15","30","50.76",0.460324657658475,0.0449,0.389025137952177,"Raíces y una raíz grande","Dark gray",0.02067,0.31002999999999997
"Romero_et_al_2025","SF1","3","SF1-3B","30","50","89.9",0.809764006485318,0.0323,0.527737012034048,"Raíces y una raíz grande","Dark gray",0.02616,0.39233
"Romero_et_al_2025","SF1","3","SF1-3B","50","100","77.27",0.692507617852662,0.0473,0.468842910017596,"Pocas raíces","Dark gray",0.03276,0.49133
"Romero_et_al_2025","SF1","3","SF1-3C","0","15","60.96",0.577546186641402,0.035,0.43350874697766995,"Raíces y una raíz grande","Gray",0.02021,0.30321
"Romero_et_al_2025","SF1","3","SF1-3C","15","30","53.52",0.485354130769928,0.0432,0.368442792234614,"Raíces y una raíz grande","Gray",0.02097,0.31451
"Romero_et_al_2025","SF1","3","SF1-3C","30","50","82.33",0.74157809403711,0.032799999999999996,0.509751718159866,"Pocas raíces y una raíz grande","Dark gray",0.02432,0.36486
"Romero_et_al_2025","SF1","3","SF1-3C","50","100","49.21",0.441028858218319,0.056100000000000004,0.386962333883778,"Pocas raíces","Dark gray",0.02474,0.37113
"Romero_et_al_2025","SF1","4","SF1-4","0","15","96.95",0.91852202747513,0.0131,0.621713479543414,"Pocas raíces","Gray",0.01203,0.18049
"Romero_et_al_2025","SF1","4","SF1-4","15","30","115.88",1.05087512469393,0.0172,0.632809086937527,"Pocas raíces","Gray",0.01808,0.27113
"Romero_et_al_2025","SF1","4","SF1-4","30","50","108.07",0.973428211133129,0.009000000000000001,0.642585325246759,"Pocas raíces","Dark gray",0.00876,0.13141
"Romero_et_al_2025","SF1","4","SF1-4","50","100","100.38",0.899623588456713,0.0067,0.627218195451137,"Pocas raíces","Dark gray",0.00603,0.09041
"Romero_et_al_2025","SF1","5","SF1-5","0","15","116.42",1.10298436759829,0.009300000000000001,0.6982546632279739,"0.1% raíces","Olive gray",0.01026,0.15387
"Romero_et_al_2025","SF1","5","SF1-5","15","30","121.19",1.09902965448445,0.0098,0.696934843866812,"0.1% raíces","Olive gray",0.01077,0.16156
"Romero_et_al_2025","SF1","5","SF1-5","30","50","127.01",1.1440281030445,0.009300000000000001,0.6965558846111659,"0.1% raíces","Gray",0.01064,0.15959
"Romero_et_al_2025","SF1","5","SF1-5","50","100","136.29",1.22145545796738,0.001,0.731719102330076,"sin M.O","Gray",0.00122,0.01832
"Romero_et_al_2025","SF2","1","SF2-1","0","15","37.09",0.35139744197063,0.08900000000000001,0.335049683830172,"Raíces","Gray",0.03127,0.46912
"Romero_et_al_2025","SF2","1","SF2-1","15","30","39.58",0.358937154257731,0.0724,0.308615984405458,"Raíces","Dark gray",0.02599,0.38981
"Romero_et_al_2025","SF2","1","SF2-1","30","50","43.35",0.390470185552153,0.0668,0.346439702709182,"15% raíces","Dark gray",0.02608,0.52167
"Romero_et_al_2025","SF2","1","SF2-1","50","100","37.18",0.333213837605306,0.0633,0.33680587009692897,"Raíces","Dark gray",0.02109,1.05462
"Romero_et_al_2025","SF2","2","SF2-2","0","15","35.65",0.33775461866414,0.08560000000000001,0.299252916981449,"Raíces","Gray",0.02891,0.43368
"Romero_et_al_2025","SF2","2","SF2-2","15","30","29.7",0.269338895438469,0.08109999999999999,0.282212086659065,"Raíces y una raíz grande","Dark gray",0.02184,0.32765
"Romero_et_al_2025","SF2","2","SF2-2","30","50","34.61",0.311745631417763,0.07400000000000001,0.284504726674887,"Raíces y una raíz grande","Dark gray",0.02307,0.36911
"Romero_et_al_2025","SF2","3","SF2-3","0","15","35.74",0.338607295120796,0.0967,0.290380240493988,"Raíces y una raíz grande","Gray",0.03274,0.49115
"Romero_et_al_2025","SF2","3","SF2-3","15","30","43.26",0.392309785073003,0.094,0.311088738673954,"Raíces y una raíz grande","Dark gray",0.03688,0.55316
"Romero_et_al_2025","SF2","3","SF2-3","30","50","33.83",0.304719870293641,0.1,0.27417132668773797,"Raíces","Dark gray",0.03047,0.60944
"Romero_et_al_2025","SF2","3","SF2-3","50","100","38.63",0.34620899802832,0.0934,0.287233251542866,"Raíces y una raíz grande","Dark gray",0.03234,0.90541
"Romero_et_al_2025","SF2","4","SF2-4","0","15","47.12",0.446423495973472,0.0696,0.364847077042199,"Raíces","Gray",0.03107,0.46607
"Romero_et_al_2025","SF2","4","SF2-4","15","30","33.97",0.308062029563798,0.08960000000000001,0.293959847698165,"Raíces y una raíz grande","Dark gray",0.0276,0.41404
"Romero_et_al_2025","SF2","4","SF2-4","30","50","42.52",0.382994055125203,0.094,0.33097221141122396,"Raíces y una raíz grande","Dark gray",0.036,0.72003
"Romero_et_al_2025","SF2","4","SF2-4","50","100","36.56",0.327657286252017,0.0885,0.304971638304972,"Raíces y dos raíz grandes","Very dark gray",0.029,1.2179
"Romero_et_al_2025","SF2","5","SF2-5","0","15","51.55",0.488394126006632,0.0824,0.37344248044045203,"Raíces","Dark gray",0.04024,0.60366
"Romero_et_al_2025","SF2","5","SF2-5","15","30","39.43",0.357576856806022,0.1059,0.30028177595004196,"Raíces y una raíz grande","Very dark gray",0.03787,0.56801
"Romero_et_al_2025","SF2","5","SF2-5","30","50","42.79",0.385426049360476,0.0915,0.316869075829384,"Raíces","Dark gray",0.03527,0.70533
"Romero_et_al_2025","SF2","5","SF2-5","50","100","51.76",0.463882416203621,0.06269999999999999,0.39301442672741105,"Raíces","Dark gray",0.02909,1.1925
"Romero_et_al_2025","SF2","6","SF2-6","0","15","44.21",0.418853623874941,0.0855,0.341838707183175,"Raíces y una raíz grande","Very dark gray",0.03581,0.53718
"Romero_et_al_2025","SF2","6","SF2-6","15","30","48.53",0.440101568876394,0.0788,0.356105077781039,"Pocas raíces","Very dark gray",0.03468,0.5202
"Romero_et_al_2025","SF2","6","SF2-6","30","50","47.68",0.429472167177085,0.0799,0.341694137881611,"Raíces","Very dark gray",0.03431,0.54904
"Romero_et_al_2025","SF3","1","SF3-1","0","15","53.65",0.508289909995263,0.051699999999999996,0.43206893774663796,"Raíces","Gray",0.02628,0.39418
"Romero_et_al_2025","SF3","1","SF3-1","15","30","59.65",0.540944953296454,0.053200000000000004,0.42781323961844697,"Raíces","Grayish brown",0.02878,0.43167
"Romero_et_al_2025","SF3","1","SF3-1","30","50","47.33",0.426319582057287,0.0572,0.401407853447545,"Raíces y una raíz grande","Gray",0.02439,0.48771
"Romero_et_al_2025","SF3","1","SF3-1","50","100","56.99",0.510754615522495,0.0562,0.406316840154,"Pocas raíces","Gray",0.0287,1.2917
"Romero_et_al_2025","SF3","2","SF3-2","0","15","56.35",0.533870203694931,0.066,0.400213068181818,"Raíces","Gray, grayish brown",0.03524,0.52853000000000006
"Romero_et_al_2025","SF3","2","SF3-2","15","30","54.77",0.496689942867507,0.06269999999999999,0.403165255796835,"30% raíces y una raíz grande","Gray",0.03114,0.46714
"Romero_et_al_2025","SF3","2","SF3-2","30","50","42.96",0.386957304990092,0.061,0.36431478968792397,"Raíces","Gray",0.0236,0.47209
"Romero_et_al_2025","SF3","2","SF3-2","50","100","61.03",0.546961821114895,0.0694,0.417327680525164,"30% raíces y una raíz grande","Gray",0.03796,1.89796
"Romero_et_al_2025","SF3","3","SF3-3","0","15","19.03",0.180293699668404,0.1852,0.17417170053084402,"Raíces","Dark gray",0.03339,0.50086
"Romero_et_al_2025","SF3","3","SF3-3","15","30","27.87",0.252743266527614,0.1524,0.23101790450928403,"Raíces","Dark gray",0.03852,0.57777
"Romero_et_al_2025","SF3","3","SF3-3","30","50","30.1",0.271122320302648,0.1234,0.27602017423200403,"Raíces y dos raíz grandes","Dark gray",0.03346,0.66913
"Romero_et_al_2025","SF3","3","SF3-3","50","100","34.48",0.309015952679692,0.11,0.25380934854619097,"50% raíces","Dark gray, gray",0.03399,1.69959
"Romero_et_al_2025","SF3","4","SF3-4","0","15","31.24",0.295973472288015,0.1499,0.261948683548549,"Raíces y una raíz grande","Dark gray",0.04437,0.6655
"Romero_et_al_2025","SF3","4","SF3-4","15","30","30.59",0.277409993651945,0.1459,0.26105137395460004,"Raíces","Very dark gray",0.04047,0.60711
"Romero_et_al_2025","SF3","4","SF3-4","30","50","31.57",0.284363177805801,0.12890000000000001,0.269506573331057,"Raíces y tres raíz grandes","Dark gray",0.03665,0.73309
"Romero_et_al_2025","SF3","4","SF3-4","50","100","29.32",0.262771105932963,0.1092,0.23862619028241197,"50% raíces","Dark gray",0.02869,1.43473
"Romero_et_al_2025","SF3","5","SF3-5","0","15","29.52",0.279677877783041,0.16690000000000002,0.254592496765847,"Raíces y una raíz grande","Very dark gray",0.04668,0.70017
"Romero_et_al_2025","SF3","5","SF3-5","15","30","39.41",0.35739548381246,0.1441,0.295449433990554,"Raíces y una raíz grande","Very dark gray",0.0515,0.77251
"Romero_et_al_2025","SF3","5","SF3-5","30","50","29.49",0.265627814808143,0.1382,0.251685585047367,"Raíces y una raíz grande","Very dark gray",0.03671,0.7342
"Romero_et_al_2025","SF3","5","SF3-5","50","100","31.38",0.281233195913246,0.1125,0.25759317025119,"Raíces","Very dark gray",0.03164,1.07572
"Romero_et_al_2025","SF3","6","SF3-6","0","15","22.28",0.211084793936523,0.18230000000000002,0.203861286485497,"Raíces","Dark gray",0.03848,0.57721
"Romero_et_al_2025","SF3","6","SF3-6","15","30","16.71",0.151537136120432,0.2027,0.172891877909984,"Raíces y una raíz grande","Black",0.03072,0.46075
"Romero_et_al_2025","SF3","6","SF3-6","30","50","29.41",0.264907223923617,0.1424,0.23744550298724398,"Raíces","Very dark gray",0.03772,0.75446
"Romero_et_al_2025","SF3","6","SF3-6","50","100","31.36",0.281053952321205,0.1421,0.246754268628531,"Raíces","Very dark gray",0.03994,1.59751
"Romero_et_al_2025","SL1","1","SL1-1","0","15","26.46",0.25068687825675,0.11199999999999999,0.23269721220649,"Raíces","Gray",0.02808,0.42115
"Romero_et_al_2025","SL1","1","SL1-1","15","30","41.31",0.37462591820078,0.08710000000000001,0.30978627671541104,"Raíces","Gray",0.03263,0.48945
"Romero_et_al_2025","SL1","1","SL1-1","30","50","42.6",0.383714646009728,0.0661,0.32373280644425895,"20% raíz","Drak gray",0.02536,0.50727
"Romero_et_al_2025","SL1","1","SL1-1","50","100","51.31",0.459849435382685,0.0492,0.373816115401428,"30% raíz","Drak gray",0.02262,0.83711
"Romero_et_al_2025","SL1","2","SL1-2","0","15","32.81",0.31084793936523,0.0906,0.29151488227454503,"Raíces","Gray",0.02816,0.42244
"Romero_et_al_2025","SL1","2","SL1-2","15","30","28.22",0.255917293914936,0.0917,0.250955980435749,"Raíces","Gray",0.02347,0.35201
"Romero_et_al_2025","SL1","2","SL1-2","30","50","52.34",0.471446586200685,0.1025,0.359329946450639,"Raíces","Drak gray",0.04832,0.96647
"Romero_et_al_2025","SL1","2","SL1-2","50","100","46.27",0.414680050188206,0.0699,0.337417049515059,"Raíces","Drak gray",0.02899,0.92756
"Romero_et_al_2025","SL1","3","SL1-3","0","15","45.26",0.428801515869256,0.1305,0.34168805677185604,"Raíces","Dark gray",0.05596,0.83938
"Romero_et_al_2025","SL1","3","SL1-3","15","30","51.22",0.464496236510384,0.1162,0.361825374399548,"Raíces","Dark gray",0.05397,0.80962
"Romero_et_al_2025","SL1","3","SL1-3","30","50","50.9",0.458475950279229,0.0545,0.37322188004106205,"Raíces","Dark gray",0.02499,0.49974
"Romero_et_al_2025","SL1","3","SL1-3","50","100","56.29",0.50448108980104,0.033,0.41395793499044,"Poca raíz","Gray",0.01665,0.51608
"Romero_et_al_2025","SL1","4","SL1-4","0","15","39.37",0.372998578872572,0.1084,0.302264875239923,"Raíces","Gray",0.04043,0.6065
"Romero_et_al_2025","SL1","4","SL1-4","15","30","37.06",0.336084157069012,0.1319,0.297694593943289,"Raíces y una raíz grande","Dark gray",0.04433,0.66494
"Romero_et_al_2025","SL1","4","SL1-4","30","50","46.81",0.421635741307872,0.1027,0.330299181484618,"Raíces","Very dark gray",0.0433,0.86604
"Romero_et_al_2025","SL1","4","SL1-4","50","100","54.7",0.490231224233734,0.06849999999999999,0.380204351150344,"Raíces","Very dark gray",0.03358,1.67904
"Romero_et_al_2025","SL1","5","SL1-5","0","15","62.62",0.593273330175272,0.07,0.435768963117606,"Raíces y una raíz grande","Very dark gray",0.04153,0.62294
"Romero_et_al_2025","SL1","5","SL1-5","15","30","35.98",0.326290015416704,0.1127,0.295329557580235,"Raíces","Very dark gray",0.03677,0.55159
"Romero_et_al_2025","SL1","5","SL1-5","30","50","36.08",0.324986488920915,0.10529999999999999,0.28551080161430703,"Raíces y dos raíz grandes","Very dark gray",0.03422,0.68442
"Romero_et_al_2025","SL1","5","SL1-5","50","100","59.16",0.530202545259007,0.059800000000000006,0.41428571428571404,"Raíces","Black",0.03171,0.98289
"Romero_et_al_2025","SL1","6","SL1-6","0","15","93.5",0.885836096636665,0.0288,0.565843621399177,"Raíces","Gray, dark gray",0.02551,0.38268
"Romero_et_al_2025","SL1","6","SL1-6","15","30","101.24",0.918110093407092,0.024,0.5875457025129129,"Raíces","Very dark gray",0.02203,0.33052
"Romero_et_al_2025","SL1","6","SL1-6","30","50","42.31",0.381102504053324,0.0662,0.370004372540446,"Raíces","Very dark gray",0.02523,0.50458
"Romero_et_al_2025","SL1","6","SL1-6","50","100","59.54",0.533608173507797,0.0611,0.402351669144479,"30% raíz","Very dark gray",0.0326,1.49976
"Romero_et_al_2025","SL10","1","SL10-1A","0","15","35.11",0.332638559924207,0.08710000000000001,0.32383324109942796,"30% raíces","Grayish  brown",0.02897,0.43459
"Romero_et_al_2025","SL10","1","SL10-1A","15","30","39.2",0.355491067380067,0.1054,0.294360591724863,"Raíces","Gray",0.03747,0.56203
"Romero_et_al_2025","SL10","1","SL10-1A","30","50","39.11",0.352278868672311,0.0891,0.32041618875962596,"20% raíces","Dark gray",0.03139,0.62776
"Romero_et_al_2025","SL10","1","SL10-1A","50","100","43.69",0.391557626814841,0.0767,0.32502603779199496,"20% raíces","Dark gray",0.03003,0.48052
"Romero_et_al_2025","SL10","1","SL10-1B","0","15","32.55",0.30838465182378,0.0728,0.31443199381762,"Pocas raíces","Grayish brown",0.02245,0.33676
"Romero_et_al_2025","SL10","1","SL10-1B","15","30","29.59",0.268341343973882,0.1032,0.266841013617098,"Pocas raíces","Dark gray",0.02769,0.41539
"Romero_et_al_2025","SL10","1","SL10-1C","0","15","29.29",0.277498815727144,0.09630000000000001,0.266272727272727,"Raíces","Grayish brown",0.02672,0.40085
"Romero_et_al_2025","SL10","1","SL10-1C","15","30","30.75",0.278860977600435,0.1075,0.260284408329101,"Raíces y una raíz grande","Gray",0.02998,0.44966
"Romero_et_al_2025","SL10","1","SL10-1C","30","50","32.59",0.293550711583498,0.1246,0.256634380659894,"Raíces y una raíz grande","Dark gray",0.03658,0.73153
"Romero_et_al_2025","SL10","1","SL10-1C","50","100","32.84",0.294317978132282,0.0966,0.270890043718551,"Raíces","Dark gray",0.02843,0.4549
"Romero_et_al_2025","SL10","2","SL10-2","0","15","25.72",0.243675982946471,0.1085,0.26328180980653104,"50% raíces y una raíz grande","Grayish brown",0.02644,0.39658
"Romero_et_al_2025","SL10","2","SL10-2","15","30","32.34",0.293280130588555,0.1007,0.274253731343284,"75% raíces y una raíz grande","Gray",0.02953,0.443
"Romero_et_al_2025","SL10","2","SL10-2","30","50","28.24",0.254368582237435,0.11779999999999999,0.243364357118235,"75% raíces y una raíz grande","Dark gray",0.02996,0.59929
"Romero_et_al_2025","SL10","2","SL10-2","50","100","34.25",0.306954651371213,0.09380000000000001,0.280255298257098,"30% raíces y dos raíz grandes","Dark gray",0.02879,0.97894
"Romero_et_al_2025","SL10","3","SL10-3A","0","15","27.07",0.256466129796305,0.1125,0.227268911090589,"Raíces","Gray",0.02885,0.43279
"Romero_et_al_2025","SL10","3","SL10-3A","15","30","31.14",0.28239775097488,0.1283,0.251088534107402,"Raíces y una raíz grande","Gray",0.03623,0.54347
"Romero_et_al_2025","SL10","3","SL10-3A","30","50","24.46",0.220320662943614,0.1085,0.209723055817543,"Raíces y cinco raíz grandes","Gray, Dark gray",0.0239,0.4781
"Romero_et_al_2025","SL10","3","SL10-3A","50","100","24.97",0.223785624663918,0.11449999999999999,0.25864926455355297,"Raíces y una raíz grande","Dark gray",0.02562,0.56372
"Romero_et_al_2025","SL10","3","SL10-3B","0","15","27.83",0.263666508763619,0.1348,0.2470703125,"Raíces y una raíz grande","Gray",0.03554,0.53313
"Romero_et_al_2025","SL10","3","SL10-3B","15","30","26.34",0.238868232520178,0.14550000000000002,0.215707149291622,"Raíces","Gray",0.03476,0.52133
"Romero_et_al_2025","SL10","3","SL10-3B","30","50","29.43",0.265087371644749,0.129,0.23777975276723,"Raíces y una raíz grande","Gray",0.0342,0.68393
"Romero_et_al_2025","SL10","3","SL10-3C","0","15","26.7",0.252960682141165,0.1311,0.21901402674103798,"Raíces","Light brownish gray",0.03316,0.49745
"Romero_et_al_2025","SL10","3","SL10-3C","15","30","25.11",0.22771379341616,0.10679999999999999,0.25857275254865597,"Raíces","Gray",0.02432,0.3648
"Romero_et_al_2025","SL10","3","SL10-3C","30","50","28.8",0.259412718429112,0.11359999999999999,0.25179227137611504,"Raíces y dos raíz grandes","Gray",0.02947,0.58939
"Romero_et_al_2025","SL10","3","SL10-3C","50","100","31.63",0.283473740813766,0.1047,0.261296984717059,"Raíces","Gray, Dark gray",0.02968,0.68263
"Romero_et_al_2025","SL10","4","SL10-4","0","15","25.93",0.245665561345334,0.09939999999999999,0.254590083456063,"Raíces","Gray",0.02442,0.36629
"Romero_et_al_2025","SL10","4","SL10-4","15","30","38.75",0.351410175024939,0.0943,0.284361928524253,"Raíces y una raíz grande","Gray",0.03314,0.49707
"Romero_et_al_2025","SL10","4","SL10-4","30","50","32.09",0.289047018555215,0.09949999999999999,0.27935927570296903,"Raíces y una raíz grande","Dark gray",0.02876,0.5752
"Romero_et_al_2025","SL10","4","SL10-4","50","100","34.13",0.305879189818964,0.0964,0.292559574832848,"Raíces","Dark gray",0.02949,0.91409
"Romero_et_al_2025","SL10","5","SL10-5","0","15","41.65",0.394599715774514,0.087,0.31815751279505,"Raíces y una raíz grande","Gray",0.03433,0.51495
"Romero_et_al_2025","SL10","5","SL10-5","15","30","40.21",0.364650403554911,0.13140000000000002,0.30852451469347,"Raíces","Gray",0.04792,0.71873
"Romero_et_al_2025","SL10","5","SL10-5","30","50","35.05",0.315708881282652,0.11320000000000001,0.277755765116095,"Raíces","Dark gray",0.03574,0.71476
"Romero_et_al_2025","SL10","5","SL10-5","50","100","33.24",0.297902849973113,0.10439999999999999,0.287493513233005,"Raíces y dos raíz grandes","Dark gray",0.0311,1.55505
"Romero_et_al_2025","SL10","6","SL10-6A","0","15","28.03",0.265561345333965,0.12380000000000001,0.238066927127569,"Raíces y una ríz grande","Gray",0.03288,0.49315
"Romero_et_al_2025","SL10","6","SL10-6A","15","30","40.01",0.362836673619298,0.096,0.307532667179093,"Raíces","Gray",0.03483,0.52248000000000006
"Romero_et_al_2025","SL10","6","SL10-6A","30","50","28.38",0.255629616285354,0.1303,0.283290077859852,"Raíces y cuatro raíz grandes","Dark gray",0.03331,0.66617
"Romero_et_al_2025","SL10","6","SL10-6A","50","100","45.9",0.411364043735436,0.09849999999999999,0.32882011605415895,"Raíces","Dark gray",0.04052,1.13454
"Romero_et_al_2025","SL10","6","SL10-6B","0","15","23.92",0.226622453813359,0.0958,0.266964285714286,"Poca raíz y una raíz grande","Gray",0.02171,0.32566
"Romero_et_al_2025","SL10","6","SL10-6B","15","30","31.98",0.290015416704453,0.1079,0.26477893691008403,"Raíces","Gray",0.03129,0.46939
"Romero_et_al_2025","SL10","6","SL10-6B","30","50","34.04",0.30661142136552,0.1109,0.258839631967151,"Raíces","Gray",0.034,0.68006
"Romero_et_al_2025","SL10","6","SL10-6C","0","15","38.65",0.366177167219327,0.1222,0.28832525177172696,"Raíces","Gray, Dark gray",0.04475,0.6712
"Romero_et_al_2025","SL10","6","SL10-6C","15","30","37.47",0.339802303437018,0.11449999999999999,0.279293381037567,"Raíces","Gray",0.03891,0.58361
"Romero_et_al_2025","SL10","6","SL10-6C","30","50","28.72",0.258692127544587,0.1158,0.260027161611589,"Raíces","Dark gray",0.02996,0.59913
