"study_id","site_id","core_id","method_id","depth_min","depth_max","sample_id","dry_bulk_density","fraction_carbon"
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D5_1","single set of methods",10,20,"UPR_INT_T1_D5_10_20",0.7996599999999999,0.0055000000000000005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D5_1","single set of methods",20,50,"UPR_INT_T1_D5_20_50",1.0961600000000002,0.0072
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_1","single set of methods",0,5,"UPR_INT_T1_D3_0_5",0.35840000000000033,0.0086
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_1","single set of methods",5,10,"UPR_INT_T1_D3_5_10",0.9584999999999996,0.0049
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_1","single set of methods",10,20,"UPR_INT_T1_D3_10_20",0.9415399999999998,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D3_1","single set of methods",20,50,"UPR_INT_T1_D3_20_50",1.14508,0.0046
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_1","single set of methods",0,5,"UPR_INT_T1_D1_0_5",0.7163999999999998,0.0089
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_1","single set of methods",5,10,"UPR_INT_T1_D1_5_10",0.9227999999999998,0.0067
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_1","single set of methods",10,20,"UPR_INT_T1_D1_10_20",0.9776,0.0040999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D1_1","single set of methods",20,50,"UPR_INT_T1_D1__20_50",0.9787199999999998,0.0048
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_1","single set of methods",0,5,"UPR_INT_T1_D0.5_0_5",0.7326,0.018500000000000003
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_1","single set of methods",5,10,"UPR_INT_T1_D0.5_5_10",0.8292499999999997,0.005600000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_1","single set of methods",10,20,"UPR_INT_T1_D0.5_10_20",0.8330600000000001,0.0051
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T1_D0.5_1","single set of methods",20,50,"UPR_INT_T1_D0.5_20_50",0.98084,0.006
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_1","single set of methods",0,5,"UPR_INT_T2_D5_0_5",0.7974,0.008
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_1","single set of methods",5,10,"UPR_INT_T2_D5_5_10",0.8114000000000001,0.008100000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_1","single set of methods",10,20,"UPR_INT_T2_D5_10_20",0.91518,0.0052
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D5_1","single set of methods",20,50,"UPR_INT_T2_D5_20_50",1.0363399999999998,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_1","single set of methods",0,5,"UPR_INT_T2_D3_0_5",0.8480500000000003,0.0070999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_1","single set of methods",5,10,"UPR_INT_T2_D3_5_10",1.0855000000000004,0.005600000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_1","single set of methods",10,20,"UPR_INT_T2_D3_10_20",0.8897999999999999,0.005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D3_1","single set of methods",20,50,"UPR_INT_T2_D3_20_50",1.0296,0.0042
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_1","single set of methods",0,5,"UPR_INT_T2_D1_0_5",0.6072500000000002,0.012
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_1","single set of methods",5,10,"UPR_INT_T2_D1_5_10",0.70135,0.013300000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_1","single set of methods",10,20,"UPR_INT_T2_D1_10_20",0.9941600000000002,0.0060999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D1_1","single set of methods",20,50,"UPR_INT_T2_D1_20_50",1.11168,0.006
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_1","single set of methods",0,5,"UPR_INT_T_D0.5_0_5",0.7118500000000001,0.0086
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_1","single set of methods",5,10,"UPR_INT_T2_D0.5_5_10",0.7663499999999999,0.009300000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_1","single set of methods",10,20,"UPR_INT_T2_D0.5_10_20",0.99374,0.0060999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T2_D0.5_1","single set of methods",20,50,"UPR_INT_T2_D0.5_20_50",1.1388,0.0040999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_1","single set of methods",0,5,"UPR_INT_T3_D5_0_5",0.73855,0.008199999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_1","single set of methods",5,10,"UPR_INT_T3_D5_5_10",1.0417,0.0084
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_1","single set of methods",10,20,"UPR_INT_T3_D5_10_20",1.10534,0.0046
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D5_1","single set of methods",20,50,"UPR_INT_T3_D5_20_50",1.31926,0.0045000000000000005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_1","single set of methods",0,5,"UPR_INT_T3_D3_0_5",0.7775499999999997,0.0072
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_1","single set of methods",5,10,"UPR_INT_T3_D3_5_10",1.0418000000000005,0.0054
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_1","single set of methods",10,20,"UPR_INT_T3_D3_10_20",1.192,0.0048
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D3_1","single set of methods",20,50,"UPR_INT_T3_D3_20_50",1.25792,0.004699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_1","single set of methods",0,5,"UPR_INT_T3_D1_0_5",0.8793,0.008100000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_1","single set of methods",5,10,"UPR_INT_T3_D1_5_10",1.1526999999999998,0.008199999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_1","single set of methods",10,20,"UPR_INT_T3_D1_10_20",1.05188,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D1_1","single set of methods",20,50,"UPR_INT_T3_D1_20_50",1.2151199999999998,0.0048
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_1","single set of methods",0,5,"UPR_INT_T3_D0.5_0_5",0.7580500000000001,0.009300000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_1","single set of methods",5,10,"UPR_INT_T3_D0.5_5_10",0.99315,0.011899999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_1","single set of methods",10,20,"UPR_INT_T3_D0.5_10_20",1.30392,0.011399999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_INT_T3_D0.5_1","single set of methods",20,50,"UPR_INT_T3_D0.5_20_50",1.24876,0.0063
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D5_1","single set of methods",0,5,"MID_INT_T1_D5_0_5",1.3538000000000003,0.0038
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D5_1","single set of methods",5,10,"MID_INT_T1_D5_5_10",1.4304,0.0034999999999999996
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D5_1","single set of methods",10,20,"MID_INT_T1_D5_10_20",1.35606,0.0066
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D3_1","single set of methods",0,5,"MID_INT_T1_D3_0_5",1.2178000000000004,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D3_1","single set of methods",5,10,"MID_INT_T1_D3_5_10",1.39765,0.0074
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D3_1","single set of methods",10,20,"MID_INT_T1_D3_10_20",1.2962,0.0091
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D1_1","single set of methods",0,5,"MID_INT_T1_D1_0_5",1.4587,0.0011
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D1_1","single set of methods",5,10,"MID_INT_T1_D1_5_10",1.3665500000000002,0.0018
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D1_1","single set of methods",10,20,"MID_INT_T1_D1_10_20",1.4753999999999998,0.0022
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D0.5_1","single set of methods",0,5,"MID_INT_T1_D0.5_0_5",1.4349000000000005,0.001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D0.5_1","single set of methods",5,10,"MID_INT_T1_D0.5_5_10",1.4290500000000002,0.0044
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T1_D0.5_1","single set of methods",10,20,"MID_INT_T1_D0.5_10_20",1.2145,0.004
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D5_1","single set of methods",0,5,"MID_INT_T2_D5_0_5",1.3059000000000005,0.005600000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D5_1","single set of methods",5,10,"MID_INT_T2_D5_5_10",1.30875,0.0097
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D5_1","single set of methods",10,20,"MID_INT_T2_D5_10_20",1.30116,0.0104
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D3_1","single set of methods",0,5,"MID_INT_T2_D3_0_5",1.2954,0.003
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D3_1","single set of methods",5,10,"MID_INT_T2_D3_5_10",1.3463000000000005,0.012199999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D3_1","single set of methods",10,20,"MID_INT_T2_D3_10_20",1.39532,0.0084
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D1_1","single set of methods",0,5,"MID_INT_T2_D1_0_5",1.70015,0.0014000000000000002
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D1_1","single set of methods",5,10,"MID_INT_T2_D1_5_10",1.4534000000000002,0.0019
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D1_1","single set of methods",10,20,"MID_INT_T2_D1_10_20",1.30548,0.005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D0.5_1","single set of methods",0,5,"MID_INT_T2_D0.5_0_5",1.4946499999999996,0.0011
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D0.5_1","single set of methods",5,10,"MID_INT_T2_D0.5_5_10",1.3819499999999998,0.0015
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T2_D0.5_1","single set of methods",10,20,"MID_INT_T2_D0.5_10_20",1.46214,0.0025
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D5_1","single set of methods",0,5,"MID_INT_T3_D5_0_5",1.1339,0.0043
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D5_1","single set of methods",5,10,"MID_INT_T3_D5_5_10",1.39735,0.0036
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D5_1","single set of methods",10,20,"MID_INT_T3_D5_10_20",1.32406,0.004
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D3_1","single set of methods",0,5,"MID_INT_T3_D3_0_5",1.2782500000000003,0.0044
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D3_1","single set of methods",5,10,"MID_INT_T3_D3_5_10",1.2778000000000005,0.0053
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D3_1","single set of methods",10,20,"MID_INT_T3_D3_10_20",1.32256,0.0063
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D1_1","single set of methods",0,5,"MID_INT_T3_D1_0_5",1.27565,0.0034000000000000002
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D1_1","single set of methods",5,10,"MID_INT_T3_D1_5_10",1.4669,0.0024
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D1_1","single set of methods",10,20,"MID_INT_T3_D1_10_20",1.4105,0.0032
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D0.5_1","single set of methods",0,5,"MID_INT_T3_D0.5_0_5",1.3670500000000003,0.0025
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D0.5_1","single set of methods",5,10,"MID_INT_T3_D0.5_5_10",1.3582499999999995,0.0106
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Middle","MID_INT_T3_D0.5_1","single set of methods",10,20,"MID_INT_T3_D0.5_10_20",1.46762,0.0053
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D5_1","single set of methods",0,5,"LWR_INT_T1_D5_0_5",1.0254,0.0048
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D5_1","single set of methods",5,10,"LWR_INT_T1_D5_5_10",1.2732500000000002,0.0039000000000000003
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D5_1","single set of methods",10,20,"LWR_INT_T1_D5_10_20",1.28672,0.0044
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D3_1","single set of methods",0,5,"LWR_INT_T1_D3_0_5",1.31835,0.0043
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D3_1","single set of methods",5,10,"LWR_INT_T1_D3_5_10",1.3775999999999995,0.0046
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D3_1","single set of methods",10,20,"LWR_INT_T1_D3_10_20",1.2995,0.0045000000000000005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D1_1","single set of methods",0,5,"LWR_INT_T1_D1_0_5",1.16335,0.005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D1_1","single set of methods",5,10,"LWR_INT_T1_D1_5_10",1.1694,0.0052
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D1_1","single set of methods",10,20,"LWR_INT_T1_D1_10_20",1.31596,0.0069
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D0.5_1","single set of methods",0,5,"LWR_INT_T1_D0.5_0_5",1.0811000000000004,0.005600000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D0.5_1","single set of methods",5,10,"LWR_INT_T1_D0.5_5_10",1.2107000000000003,0.005699999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T1_D0.5_1","single set of methods",10,20,"LWR_INT_T1_D0.5_10_20",1.2653800000000002,0.0044
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D5_1","single set of methods",0,5,"LWR_INT_T2_D5_0_5",1.3082999999999998,0.0054
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D5_1","single set of methods",5,10,"LWR_INT_T2_D5_5_10",1.32775,0.0079
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D5_1","single set of methods",10,20,"LWR_INT_T2_D5_10_20",1.3455,0.0037
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D3_1","single set of methods",0,5,"LWR_INT_T2_D3_0_5",1.4024499999999995,0.0039000000000000003
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D3_1","single set of methods",5,10,"LWR_INT_T2_D3_5_10",1.2993,0.0037
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D3_1","single set of methods",10,20,"LWR_INT_T2_D3_10_20",1.42304,0.0031
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D1_1","single set of methods",0,5,"LWR_INT_T2_D1_0_5",1.50855,0.0022
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D1_1","single set of methods",5,10,"LWR_INT_T2_D1_5_10",1.3565500000000004,0.0029
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D1_1","single set of methods",10,20,"LWR_INT_T2_D1_10_20",1.39708,0.003
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D0.5_1","single set of methods",0,5,"LWR_INT_T2_D0.5_0_5",1.40895,0.0028000000000000004
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D0.5_1","single set of methods",5,10,"LWR_INT_T2_D0.5_5_10",1.4805500000000005,0.0025
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T2_D0.5_1","single set of methods",10,20,"LWR_INT_T2_D0.5_10_20",1.35872,0.0022
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D5_1","single set of methods",0,5,"LWR_INT_T3_D5_0_5",1.2461999999999995,0.0044
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D5_1","single set of methods",5,10,"LWR_INT_T3_D5_5_10",1.3425,0.006500000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D5_1","single set of methods",10,20,"LWR_INT_T3_D5_10_20",1.27682,0.005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D3_1","single set of methods",0,5,"LWR_INT_T3_D3_0_5",1.2683500000000003,0.014499999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D3_1","single set of methods",5,10,"LWR_INT_T3_D3_5_10",1.2949000000000002,0.0052
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D3_1","single set of methods",10,20,"LWR_INT_T3_D3_10_20",1.30098,0.0044
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D1_1","single set of methods",0,5,"LWR_INT_T3_D1_0_5",1.2310000000000003,0.0038
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D1_1","single set of methods",5,10,"LWR_INT_T3_D1_5_10",1.40035,0.0069
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D1_1","single set of methods",10,20,"LWR_INT_T3_D1_10_20",1.35704,0.004
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D0.5_1","single set of methods",0,5,"LWR_INT_T3_D0.5_0_5",1.0288947368421055,0.0046
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D0.5_1","single set of methods",5,10,"LWR_INT_T3_D0.5_5_10",1.2934,0.0040999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Lower","LWR_INT_T3_D0.5_1","single set of methods",10,20,"LWR_INT_T3_D0.5_10_20",1.31368,0.0046
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D5_2","single set of methods",0,5,"UPR_SM_T1_D5_0_5",0.7206499999999998,0.030299999999999997
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D5_2","single set of methods",5,10,"UPR_SM_T1_D5_5_10",0.9860999999999998,0.0319
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D5_2","single set of methods",10,20,"UPR_SM_T1_D5_10_20",1.19264,0.009899999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D5_2","single set of methods",20,50,"UPR_SM_T1_D5_20_50",1.29198,0.008
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D3_2","single set of methods",0,5,"UPR_SM_T1_D3_0_5",0.47205000000000014,0.0292
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D3_2","single set of methods",5,10,"UPR_SM_T1_D3_5_10",0.28460000000000035,0.06570000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D3_2","single set of methods",10,20,"UPR_SM_T1_D3_10_20",0.70036,0.0184
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D3_2","single set of methods",20,50,"UPR_SM_T1_D3_20_50",1.1208800000000003,0.009000000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D1_2","single set of methods",0,5,"UPR_SM_T1_D1_0_5",1.36025,0.028399999999999998
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D1_2","single set of methods",5,10,"UPR_SM_T1_D_5_10",0.3967500000000001,0.0346
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D1_2","single set of methods",10,20,"UPR_SM_T1_D1_10_20",0.7768999999999999,0.0208
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D1_2","single set of methods",20,50,"UPR_SM_T1_D1_20_50",1.2868400000000002,0.005
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0.5_2","single set of methods",0,5,"UPR_SM_T1_D0.5_0_5",0.43159999999999954,0.0227
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0.5_2","single set of methods",5,10,"UPR_SM_T1_D0.5_5_10",0.7760999999999996,0.0138
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0.5_2","single set of methods",10,20,"UPR_SM_T1_D0.5_10_20",0.6123600000000002,0.0134
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0.5_2","single set of methods",20,50,"UPR_SM_T1_D0.5_20_50",0.94486,0.0070999999999999995
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0_2","single set of methods",0,5,"UPR_SM_T1_D0_0_5",0.08915000000000006,0.0132
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0_2","single set of methods",5,10,"UPR_SM_T1_D0_5_10",0.7060500000000005,0.012199999999999999
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0_2","single set of methods",10,20,"UPR_SM_T1_D0_10_20",0.5517199999999997,0.0165
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T1_D0_2","single set of methods",20,50,"UPR_SM_T1_D0_20_50",0.9723999999999998,0.0074
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D5_2","single set of methods",0,5,"UPR_SM_T2_D5_0_5",0.3010000000000005,0.0637
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D5_2","single set of methods",5,10,"UPR_SM_T2_D5_5_10",1.10685,0.0582
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D5_2","single set of methods",10,20,"UPR_SM_T2_D5_10_20",0.90686,0.0199
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D5_2","single set of methods",20,50,"UPR_SM_T2_D5_20_50",1.2903,0.0088
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D3_2","single set of methods",0,5,"UPR_SM_T2_D3_0_5",1.465947368421053,0.0319
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D3_2","single set of methods",5,10,"UPR_SM_T2_D3_5_10",1.3063000000000002,0.018000000000000002
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D3_2","single set of methods",10,20,"UPR_SM_T2_D3_10_20",0.8030000000000002,0.0191
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D3_2","single set of methods",20,50,"UPR_SM_T2_D3_20_50",0.97174,0.0084
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D1_2","single set of methods",0,5,"UPR_SM_T2_D1_0_5",1.0052999999999996,0.0161
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D1_2","single set of methods",5,10,"UPR_SM_T2_D1_5_10",0.37294999999999945,0.0323
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D1_2","single set of methods",10,20,"UPR_SM_T2_D1_10_20",0.8272599999999997,0.010700000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D1_2","single set of methods",20,50,"UPR_SM_T2_D1_20_50",0.8761400000000004,0.008100000000000001
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0.5_2","single set of methods",0,5,"UPR_SM_T2_D0.5_0_5",0.4200499999999998,0.0355
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0.5_2","single set of methods",5,10,"UPR_SM_T2_D0.5_5_10",0.4836000000000006,0.035699999999999996
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0.5_2","single set of methods",10,20,"UPR_SM_T2_D0.5_10_20",0.7747799999999998,0.013500000000000002
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0.5_2","single set of methods",20,50,"UPR_SM_T2_D0.5_20_50",0.9949599999999998,0.0066
"Engelbrecht_et_al_2025_Olifants","Olifants Estuary Upper","UPR_SM_T2_D0_2","single set of methods",0,5,"UPR_SM_T2_D0_0_5",0.7794499999999992,0.026000000000000002
