study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter
Bossert_et_al_2025_Langebaan,Langebaan,S5_R12_2023,single set of methods,10,20,S5_R12_10_20cm,0.14,0.01274
Bossert_et_al_2025_Langebaan,Langebaan,S5_R12_2023,single set of methods,20,30,S5_R12_20_30cm,0.1,0.01314
Bossert_et_al_2025_Langebaan,Langebaan,S5_R12_2023,single set of methods,30,50,S5_R12_30_50cm,0.12,0.01337
Bossert_et_al_2025_Langebaan,Langebaan,S5_R13_2023,single set of methods,0,5,S5_R13_0_5cm,0.23,0.0099
Bossert_et_al_2025_Langebaan,Langebaan,S5_R13_2023,single set of methods,5,10,S5_R13_5_10cm,0.19,0.01069
Bossert_et_al_2025_Langebaan,Langebaan,S5_R13_2023,single set of methods,10,20,S5_R13_10_20cm,0.15,0.01299
Bossert_et_al_2025_Langebaan,Langebaan,S5_R13_2023,single set of methods,20,30,S5_R13_20_30cm,0.13,0.0125
Bossert_et_al_2025_Langebaan,Langebaan,S5_R13_2023,single set of methods,30,50,S5_R13_30_50cm,0.22,0.01231
Bossert_et_al_2025_Langebaan,Langebaan,S5_R14_2023,single set of methods,0,5,S5_R14_0_5cm,0.18,0.00938
Bossert_et_al_2025_Langebaan,Langebaan,S5_R14_2023,single set of methods,5,10,S5_R14_5_10cm,0.46,0.01208
Bossert_et_al_2025_Langebaan,Langebaan,S5_R14_2023,single set of methods,10,20,S5_R14_10_20cm,0.09,0.01313
Bossert_et_al_2025_Langebaan,Langebaan,S5_R14_2023,single set of methods,20,30,S5_R14_20_30cm,0.15,0.01594
Bossert_et_al_2025_Langebaan,Langebaan,S5_R14_2023,single set of methods,30,50,S5_R14_30_50cm,0.13,0.01345
Bossert_et_al_2025_Langebaan,Langebaan,S5_R15_2023,single set of methods,0,5,S5_R15_0_5cm,0.28,0.0066
Bossert_et_al_2025_Langebaan,Langebaan,S5_R15_2023,single set of methods,5,10,S5_R15_5_10cm,0.14,0.00931
Bossert_et_al_2025_Langebaan,Langebaan,S5_R15_2023,single set of methods,10,20,S5_R15_10_20cm,0.27,0.01057
Bossert_et_al_2025_Langebaan,Langebaan,S5_R15_2023,single set of methods,20,30,S5_R15_20_30cm,0.25,0.01403
Bossert_et_al_2025_Langebaan,Langebaan,S5_R15_2023,single set of methods,30,50,S5_R15_30_50cm,0.14,0.01363
Bossert_et_al_2025_Langebaan,Langebaan,S5_R16_2023,single set of methods,0,5,S5_R16_0_5cm,0.26,0.01401
Bossert_et_al_2025_Langebaan,Langebaan,S5_R16_2023,single set of methods,5,10,S5_R16_5_10cm,0.32,0.01332
Bossert_et_al_2025_Langebaan,Langebaan,S5_R16_2023,single set of methods,10,20,S5_R16_10_20cm,0.19,0.014880000000000001
Bossert_et_al_2025_Langebaan,Langebaan,S5_R16_2023,single set of methods,20,30,S5_R16_20_30cm,0.31,0.01581
Bossert_et_al_2025_Langebaan,Langebaan,S5_R16_2023,single set of methods,30,50,S5_R16_30_50cm,0.25,0.01035
Bossert_et_al_2025_Langebaan,Langebaan,S5_R17_2023,single set of methods,0,5,S5_R17_0_5cm,0.16,0.01433
Bossert_et_al_2025_Langebaan,Langebaan,S5_R17_2023,single set of methods,5,10,S5_R17_5_10cm,0.19,0.0127
Bossert_et_al_2025_Langebaan,Langebaan,S5_R17_2023,single set of methods,10,20,S5_R17_10_20cm,0.26,0.01341
Bossert_et_al_2025_Langebaan,Langebaan,S5_R17_2023,single set of methods,20,30,S5_R17_20_30cm,0.26,0.01157
Bossert_et_al_2025_Langebaan,Langebaan,S5_R17_2023,single set of methods,30,50,S5_R17_30_50cm,0.25,0.01386
Bossert_et_al_2025_Langebaan,Langebaan,S5_R18_2023,single set of methods,0,5,S5_R18_0_5cm,0.16,0.01339
Bossert_et_al_2025_Langebaan,Langebaan,S5_R18_2023,single set of methods,5,10,S5_R18_5_10cm,0.18,0.01482
Bossert_et_al_2025_Langebaan,Langebaan,S5_R18_2023,single set of methods,10,20,S5_R18_10_20cm,0.25,0.0166
Bossert_et_al_2025_Langebaan,Langebaan,S5_R18_2023,single set of methods,20,30,S5_R18_20_30cm,0.22,0.01241
Bossert_et_al_2025_Langebaan,Langebaan,S5_R18_2023,single set of methods,30,50,S5_R18_30_50cm,0.23,0.01233
Bossert_et_al_2025_Langebaan,Langebaan,S5_R19_2023,single set of methods,0,5,S5_R19_0_5cm,0.26,0.00978
Bossert_et_al_2025_Langebaan,Langebaan,S5_R19_2023,single set of methods,5,10,S5_R19_5_10cm,0.23,0.01276
Bossert_et_al_2025_Langebaan,Langebaan,S5_R19_2023,single set of methods,10,20,S5_R19_10_20cm,0.25,0.01471
Bossert_et_al_2025_Langebaan,Langebaan,S5_R19_2023,single set of methods,20,30,S5_R19_20_30cm,0.25,0.01402
Bossert_et_al_2025_Langebaan,Langebaan,S5_R19_2023,single set of methods,30,50,S5_R19_30_50cm,0.21,0.01374
Bossert_et_al_2025_Langebaan,Langebaan,S5_R20_2023,single set of methods,0,5,S5_R20_0_5cm,0.19,0.01251
Bossert_et_al_2025_Langebaan,Langebaan,S5_R20_2023,single set of methods,5,10,S5_R20_5_10cm,0.12,0.01287
Bossert_et_al_2025_Langebaan,Langebaan,S5_R20_2023,single set of methods,10,20,S5_R20_10_20cm,0.15,0.01536
Bossert_et_al_2025_Langebaan,Langebaan,S5_R20_2023,single set of methods,20,30,S5_R20_20_30cm,0.24,0.01338
Bossert_et_al_2025_Langebaan,Langebaan,S5_R20_2023,single set of methods,30,50,S5_R20_30_50cm,0.2,0.01317
Bossert_et_al_2025_Langebaan,Langebaan,S5_R21_2023,single set of methods,0,5,S5_R21_0_5cm,0.26,0.00867
Bossert_et_al_2025_Langebaan,Langebaan,S5_R21_2023,single set of methods,5,10,S5_R21_5_10cm,0.23,0.01062
Bossert_et_al_2025_Langebaan,Langebaan,S5_R21_2023,single set of methods,10,20,S5_R21_10_20cm,0.28,0.01283
Bossert_et_al_2025_Langebaan,Langebaan,S5_R21_2023,single set of methods,20,30,S5_R21_20_30cm,0.22,0.01202
Bossert_et_al_2025_Langebaan,Langebaan,S5_R21_2023,single set of methods,30,50,S5_R21_30_50cm,0.25,0.01346
Bossert_et_al_2025_Langebaan,Langebaan,S5_R22_2023,single set of methods,0,5,S5_R22_0_5cm,0.25,0.00918
Bossert_et_al_2025_Langebaan,Langebaan,S5_R22_2023,single set of methods,5,10,S5_R22_5_10cm,0.28,0.01209
Bossert_et_al_2025_Langebaan,Langebaan,S5_R22_2023,single set of methods,10,20,S5_R22_10_20cm,0.3,0.01332
Bossert_et_al_2025_Langebaan,Langebaan,S5_R22_2023,single set of methods,20,30,S5_R22_20_30cm,0.21,0.01435
Bossert_et_al_2025_Langebaan,Langebaan,S5_R22_2023,single set of methods,30,50,S5_R22_30_50cm,0.26,0.01223
Bossert_et_al_2025_Langebaan,Langebaan,S5_R23_2023,single set of methods,0,5,S5_R23_0_5cm,0.16,0.00868
Bossert_et_al_2025_Langebaan,Langebaan,S5_R23_2023,single set of methods,5,10,S5_R23_5_10cm,0.15,0.01068
Bossert_et_al_2025_Langebaan,Langebaan,S5_R23_2023,single set of methods,10,20,S5_R23_10_20cm,0.15,0.01369
Bossert_et_al_2025_Langebaan,Langebaan,S5_R23_2023,single set of methods,20,30,S5_R23_20_30cm,0.13,0.01396
Bossert_et_al_2025_Langebaan,Langebaan,S5_R23_2023,single set of methods,30,50,S5_R23_30_50cm,0.21,0.01422
Bossert_et_al_2025_Langebaan,Langebaan,S5_R24_2023,single set of methods,0,5,S5_R24_0_5cm,0.18,0.0088
Bossert_et_al_2025_Langebaan,Langebaan,S5_R24_2023,single set of methods,5,10,S5_R24_5_10cm,0.18,0.01283
Bossert_et_al_2025_Langebaan,Langebaan,S5_R24_2023,single set of methods,10,20,S5_R24_10_20cm,0.22,0.01281
Bossert_et_al_2025_Langebaan,Langebaan,S5_R24_2023,single set of methods,20,30,S5_R24_20_30cm,0.22,0.01523
Bossert_et_al_2025_Langebaan,Langebaan,S5_R24_2023,single set of methods,30,50,S5_R24_30_50cm,0.4,0.01189
Bossert_et_al_2025_Langebaan,Langebaan,S5_R25_2023,single set of methods,0,5,S5_R25_0_5cm,0.24,0.01435
Bossert_et_al_2025_Langebaan,Langebaan,S5_R25_2023,single set of methods,5,10,S5_R25_5_10cm,0.29,0.01465
Bossert_et_al_2025_Langebaan,Langebaan,S5_R25_2023,single set of methods,10,20,S5_R25_10_20cm,0.28,0.0132
Bossert_et_al_2025_Langebaan,Langebaan,S5_R25_2023,single set of methods,20,30,S5_R25_20_30cm,0.31,0.01357
Bossert_et_al_2025_Langebaan,Langebaan,S5_R25_2023,single set of methods,30,50,S5_R25_30_50cm,0.18,0.00961
Bossert_et_al_2025_Langebaan,Langebaan,S5_R26_2023,single set of methods,0,5,S5_R26_0_5cm,0.24,0.00585
Bossert_et_al_2025_Langebaan,Langebaan,S5_R26_2023,single set of methods,5,10,S5_R26_5_10cm,0.22,0.01174
Bossert_et_al_2025_Langebaan,Langebaan,S5_R26_2023,single set of methods,10,20,S5_R26_10_20cm,0.31,0.01305
Bossert_et_al_2025_Langebaan,Langebaan,S5_R26_2023,single set of methods,20,30,S5_R26_20_30cm,0.28,0.01467
Bossert_et_al_2025_Langebaan,Langebaan,S5_R26_2023,single set of methods,30,50,S5_R26_30_50cm,0.33,0.01589
Bossert_et_al_2025_Langebaan,Langebaan,S5_R27_2023,single set of methods,0,5,S5_R27_0_5cm,0.28,0.00565
Bossert_et_al_2025_Langebaan,Langebaan,S5_R27_2023,single set of methods,5,10,S5_R27_5_10cm,0.41,0.00734
Bossert_et_al_2025_Langebaan,Langebaan,S5_R27_2023,single set of methods,10,20,S5_R27_10_20cm,0.33,0.01225
Bossert_et_al_2025_Langebaan,Langebaan,S5_R27_2023,single set of methods,20,30,S5_R27_20_30cm,0.37,0.01309
Bossert_et_al_2025_Langebaan,Langebaan,S5_R27_2023,single set of methods,30,50,S5_R27_30_50cm,0.15,0.01219
Bossert_et_al_2025_Langebaan,Langebaan,S5_R28_2023,single set of methods,0,5,S5_R28_0_5cm,0.35,0.01107
Bossert_et_al_2025_Langebaan,Langebaan,S5_R28_2023,single set of methods,5,10,S5_R28_5_10cm,0.28,0.00924
Bossert_et_al_2025_Langebaan,Langebaan,S5_R28_2023,single set of methods,10,20,S5_R28_10_20cm,0.81,0.01069
Bossert_et_al_2025_Langebaan,Langebaan,S5_R28_2023,single set of methods,20,30,S5_R28_20_30cm,0.6,0.01114
Bossert_et_al_2025_Langebaan,Langebaan,S5_R28_2023,single set of methods,30,50,S5_R28_30_50cm,0.38,0.01471
Bossert_et_al_2025_Langebaan,Langebaan,S5_R29_2023,single set of methods,0,5,S5_R29_0_5cm,0.38,0.00377
Bossert_et_al_2025_Langebaan,Langebaan,S5_R29_2023,single set of methods,5,10,S5_R29_5_10cm,0.47,0.01021
Bossert_et_al_2025_Langebaan,Langebaan,S5_R29_2023,single set of methods,10,20,S5_R29_10_20cm,0.58,0.01073
Bossert_et_al_2025_Langebaan,Langebaan,S5_R29_2023,single set of methods,20,30,S5_R29_20_30cm,0.48,0.01205
Bossert_et_al_2025_Langebaan,Langebaan,S5_R29_2023,single set of methods,30,50,S5_R29_30_50cm,0.41,0.01406
Bossert_et_al_2025_Langebaan,Langebaan,S5_R30_2023,single set of methods,0,5,S5_R30_0_5cm,0.32,0.00871
Bossert_et_al_2025_Langebaan,Langebaan,S5_R30_2023,single set of methods,5,10,S5_R30_5_10cm,0.27,0.01236
Bossert_et_al_2025_Langebaan,Langebaan,S5_R30_2023,single set of methods,10,20,S5_R30_10_20cm,0.45,0.01249
Bossert_et_al_2025_Langebaan,Langebaan,S5_R30_2023,single set of methods,20,30,S5_R30_20_30cm,0.39,0.01289
Bossert_et_al_2025_Langebaan,Langebaan,S5_R30_2023,single set of methods,30,50,S5_R30_30_50cm,0.32,0.01483
Bossert_et_al_2025_Langebaan,Langebaan,S2_R1_2024,single set of methods,0,5,S2_R1_0_5cm,0.16,0.00562
Bossert_et_al_2025_Langebaan,Langebaan,S2_R1_2024,single set of methods,5,10,S2_R1_5_10cm,0.2,0.00525
Bossert_et_al_2025_Langebaan,Langebaan,S2_R1_2024,single set of methods,10,20,S2_R1_10_20cm,0.17,0.01288
Bossert_et_al_2025_Langebaan,Langebaan,S2_R1_2024,single set of methods,20,30,S2_R1_20_30cm,0.17,0.01396
Bossert_et_al_2025_Langebaan,Langebaan,S2_R1_2024,single set of methods,30,50,S2_R1_30_50cm,0.29,0.01271
Bossert_et_al_2025_Langebaan,Langebaan,S2_R2_2024,single set of methods,0,5,S2_R2_0_5cm,0.15,0.00572
Bossert_et_al_2025_Langebaan,Langebaan,S2_R2_2024,single set of methods,5,10,S2_R2_5_10cm,0.25,0.00532
Bossert_et_al_2025_Langebaan,Langebaan,S2_R2_2024,single set of methods,10,20,S2_R2_10_20cm,0.21,0.0113
Bossert_et_al_2025_Langebaan,Langebaan,S2_R2_2024,single set of methods,20,30,S2_R2_20_30cm,0.28,0.0147
Bossert_et_al_2025_Langebaan,Langebaan,S2_R2_2024,single set of methods,30,50,S2_R2_30_50cm,0.24,0.01597
Bossert_et_al_2025_Langebaan,Langebaan,S2_R3_2024,single set of methods,0,5,S2_R3_0_5cm,0.19,0.00595
Bossert_et_al_2025_Langebaan,Langebaan,S2_R3_2024,single set of methods,5,10,S2_R3_5_10cm,0.18,0.00559
Bossert_et_al_2025_Langebaan,Langebaan,S2_R3_2024,single set of methods,10,20,S2_R3_10_20cm,0.26,0.0135
Bossert_et_al_2025_Langebaan,Langebaan,S2_R3_2024,single set of methods,20,30,S2_R3_20_30cm,0.26,0.01321
Bossert_et_al_2025_Langebaan,Langebaan,S2_R3_2024,single set of methods,30,50,S2_R3_30_50cm,0.31,0.01337
Bossert_et_al_2025_Langebaan,Langebaan,S2_R4_2024,single set of methods,0,5,S2_R4_0_5cm,0.2,0.00745
Bossert_et_al_2025_Langebaan,Langebaan,S2_R4_2024,single set of methods,5,10,S2_R4_5_10cm,0.24,0.01311
Bossert_et_al_2025_Langebaan,Langebaan,S2_R4_2024,single set of methods,10,20,S2_R4_10_20cm,0.19,0.01233
Bossert_et_al_2025_Langebaan,Langebaan,S2_R4_2024,single set of methods,20,30,S2_R4_20_30cm,0.19,0.01349
Bossert_et_al_2025_Langebaan,Langebaan,S2_R4_2024,single set of methods,30,50,S2_R4_30_50cm,0.41,0.01375
Bossert_et_al_2025_Langebaan,Langebaan,S2_R5_2024,single set of methods,0,5,S2_R5_0_5cm,0.24,0.00549
Bossert_et_al_2025_Langebaan,Langebaan,S2_R5_2024,single set of methods,5,10,S2_R5_5_10cm,0.23,0.00648
Bossert_et_al_2025_Langebaan,Langebaan,S2_R5_2024,single set of methods,10,20,S2_R5_10_20cm,0.14,0.01222
Bossert_et_al_2025_Langebaan,Langebaan,S2_R5_2024,single set of methods,20,30,S2_R5_20_30cm,0.12,0.01339
Bossert_et_al_2025_Langebaan,Langebaan,S2_R5_2024,single set of methods,30,50,S2_R5_30_50cm,0.27,0.0118
Bossert_et_al_2025_Langebaan,Langebaan,S5_R1_2024,single set of methods,0,5,S5_R1_0_5cm,0.1,0.00653
Bossert_et_al_2025_Langebaan,Langebaan,S5_R1_2024,single set of methods,5,10,S5_R1_5_10cm,0.13,0.00601
Bossert_et_al_2025_Langebaan,Langebaan,S5_R1_2024,single set of methods,10,20,S5_R1_10_20cm,0.11,0.01464
Bossert_et_al_2025_Langebaan,Langebaan,S5_R1_2024,single set of methods,20,30,S5_R1_20_30cm,0.08,0.01396
Bossert_et_al_2025_Langebaan,Langebaan,S5_R1_2024,single set of methods,30,50,S5_R1_30_50cm,0.08,0.01548
Bossert_et_al_2025_Langebaan,Langebaan,S5_R2_2024,single set of methods,0,5,S5_R2_0_5cm,0.2,0.00417
Bossert_et_al_2025_Langebaan,Langebaan,S5_R2_2024,single set of methods,5,10,S5_R2_5_10cm,0.22,0.00522
Bossert_et_al_2025_Langebaan,Langebaan,S5_R2_2024,single set of methods,10,20,S5_R2_10_20cm,0.17,0.01223
Bossert_et_al_2025_Langebaan,Langebaan,S5_R2_2024,single set of methods,20,30,S5_R2_20_30cm,0.12,0.01354
Bossert_et_al_2025_Langebaan,Langebaan,S5_R2_2024,single set of methods,30,50,S5_R2_30_50cm,0.14,0.0149
Bossert_et_al_2025_Langebaan,Langebaan,S5_R3_2024,single set of methods,0,5,S5_R3_0_5cm,0.16,0.00551
Bossert_et_al_2025_Langebaan,Langebaan,S5_R3_2024,single set of methods,5,10,S5_R3_5_10cm,0.18,0.00546
Bossert_et_al_2025_Langebaan,Langebaan,S5_R3_2024,single set of methods,10,20,S5_R3_10_20cm,0.15,0.01341
Bossert_et_al_2025_Langebaan,Langebaan,S5_R3_2024,single set of methods,20,30,S5_R3_20_30cm,0.11,0.01421
Bossert_et_al_2025_Langebaan,Langebaan,S5_R3_2024,single set of methods,30,50,S5_R3_30_50cm,0.09,0.01554
Bossert_et_al_2025_Langebaan,Langebaan,S5_R4_2024,single set of methods,0,5,S5_R4_0_5cm,0.16,0.00589
Bossert_et_al_2025_Langebaan,Langebaan,S5_R4_2024,single set of methods,5,10,S5_R4_5_10cm,0.21,0.00648
Bossert_et_al_2025_Langebaan,Langebaan,S5_R4_2024,single set of methods,10,20,S5_R4_10_20cm,0.14,0.00692
Bossert_et_al_2025_Langebaan,Langebaan,S5_R4_2024,single set of methods,20,30,S5_R4_20_30cm,0.17,0.012070000000000001
Bossert_et_al_2025_Langebaan,Langebaan,S5_R4_2024,single set of methods,30,50,S5_R4_30_50cm,0.11,0.01544
Bossert_et_al_2025_Langebaan,Langebaan,S5_R5_2024,single set of methods,0,5,S5_R5_0_5cm,0.11,0.00618
Bossert_et_al_2025_Langebaan,Langebaan,S5_R5_2024,single set of methods,5,10,S5_R5_5_10cm,0.11,0.00608
Bossert_et_al_2025_Langebaan,Langebaan,S5_R5_2024,single set of methods,10,20,S5_R5_10_20cm,0.13,0.01462
Bossert_et_al_2025_Langebaan,Langebaan,S5_R5_2024,single set of methods,20,30,S5_R5_20_30cm,2.03,0.01461
Bossert_et_al_2025_Langebaan,Langebaan,S5_R5_2024,single set of methods,30,50,S5_R5_30_50cm,0.11,0.01679
