study_id,bibliography_id,bibtype,doi,url,author,title,publisher,year,copyright,publication_type
Romero_et_al_2025_Montijo,Romero_et_al_2025_Montijo_data,Misc,10.25573/SERC.29873261,https://smithsonian.figshare.com/articles/dataset/Dataset_Estimation_of_blue_carbon_for_the_mangrove_community_of_La_Playa_Gulf_of_Montijo_Panama/29873261,Tania E. {Romero Gonzalez} and Amy Fernandez and Stephannie Vargas and Michel Mojica,"Dataset: Estimation of blue carbon for the mangrove community of La Playa, Gulf of Montijo, Panama",Smithsonian Environmental Research Center,2025,Creative Commons Attribution 4.0 International,primary dataset
