study_id,bibliography_id,bibtype,doi,url,author,title,publisher,year,copyright,publication_type
Engelbrecht_et_al_2025,Engelbrecht_et_al_2025_data,Misc,10.25573/SERC.28541594,https://smithsonian.figshare.com/articles/dataset/Dataset_Sediment_organic_carbon_for_subtidal_seagrass_Zostera_capensis_in_the_Olifants_Estuary_South_Africa/28541594,Tiaan Engelbrecht and Sophie {von der Heyden} and Andrew Ndhlovu,"Dataset: Sediment organic carbon for subtidal seagrass (Zostera capensis) in the Olifants Estuary, South Africa",Smithsonian Environmental Research Center,2025,Creative Commons Attribution 4.0 International,primary dataset
