iter	RMSE
459	0.01554018098
460	0.01554018098
461	0.01554018098
462	0.01554018098
463	0.01554018098
464	0.01554018098
465	0.01554018098
466	0.01554018098
467	0.01554018098
468	0.01554018098
469	0.01554018098
470	0.01554018098
471	0.01554018098
472	0.01554018098
473	0.01554018098
474	0.01554018098
475	0.01554018098
476	0.01554018098
477	0.01554018098
478	0.01554018098
479	0.01554018098
480	0.01554018098
481	0.01554018098
482	0.01554018098
483	0.01554018098
484	0.01554018098
485	0.01554018098
486	0.01554018098
487	0.01554018098
488	0.01554018098
489	0.01554018098
490	0.01554018098
491	0.01554018098
492	0.01554018098
493	0.01554018098
494	0.01554018098
495	0.01554018098
496	0.01554018098
497	0.01554018098
498	0.01554018098
499	0.01554018098
500	0.01554018098
501	0.01554018098
502	0.01554018098
503	0.01554018098
504	0.01554018098
505	0.01554018098
506	0.01554018098
507	0.01554018098
508	0.01554018098
509	0.01554018098
510	0.01554018098
511	0.01554018098
512	0.01554018098
513	0.01554018098
514	0.01554018098
515	0.01554018098
516	0.01554018098
517	0.01554018098
518	0.01554018098
519	0.01554018098
520	0.01554018098
521	0.01554018098
522	0.01554018098
523	0.01554018098
524	0.01554018098
525	0.01554018098
526	0.01554018098
527	0.01554018098
528	0.01554018098
529	0.01554018098
530	0.01554018098
531	0.01554018098
532	0.01554018098
533	0.01554018098
534	0.01554018098
535	0.01554018098
536	0.01554018098
537	0.01554018098
538	0.01554018098
539	0.01554018098
540	0.01554018098
541	0.01554018098
542	0.01554018098
543	0.01554018098
544	0.01554018098
545	0.01554018098
546	0.01554018098
547	0.01554018098
548	0.01554018098
549	0.01554018098
550	0.01554018098
551	0.01554018098
552	0.01554018098
553	0.01554018098
554	0.01554018098
555	0.01554018098
556	0.01554018098
557	0.01554018098
558	0.01554018098
559	0.01554018098
560	0.01554018098
561	0.01554018098
562	0.01554018098
563	0.01554018098
564	0.01554018098
565	0.01554018098
566	0.01554018098
567	0.01554018098
568	0.01554018098
569	0.01554018098
570	0.01554018098
571	0.01554018098
572	0.01554018098
573	0.01554018098
574	0.01554018098
575	0.01554018098
576	0.01554018098
577	0.01554018098
578	0.01554018098
579	0.01554018098
580	0.01554018098
581	0.01554018098
582	0.01554018098
583	0.01554018098
584	0.01554018098
585	0.01554018098
586	0.01554018098
587	0.01554018098
588	0.01554018098
589	0.01554018098
590	0.01554018098
591	0.01554018098
592	0.01554018098
593	0.01554018098
594	0.01554018098
595	0.01554018098
596	0.01554018098
597	0.01554018098
598	0.01554018098
599	0.01554018098
600	0.01554018098
601	0.01554018098
602	0.01554018098
603	0.01554018098
604	0.01554018098
605	0.01554018098
606	0.01554018098
607	0.01554018098
608	0.01554018098
609	0.01554018098
610	0.01554018098
611	0.01554018098
612	0.01554018098
613	0.01554018098
614	0.01554018098
615	0.01554018098
616	0.01554018098
617	0.01554018098
618	0.01554018098
619	0.01554018098
620	0.01554018098
621	0.01554018098
622	0.01554018098
623	0.01554018098
624	0.01554018098
625	0.01554018098
626	0.01554018098
627	0.01554018098
628	0.01554018098
629	0.01554018098
630	0.01554018098
631	0.01554018098
632	0.01554018098
633	0.01554018098
634	0.01554018098
635	0.01554018098
636	0.01554018098
637	0.01554018098
638	0.01554018098
639	0.01554018098
640	0.01554018098
641	0.01554018098
642	0.01554018098
643	0.01554018098
644	0.01554018098
645	0.01554018098
646	0.01554018098
647	0.01554018098
648	0.01554018098
649	0.01554018098
650	0.01554018098
651	0.01554018098
652	0.01554018098
653	0.01554018098
654	0.01554018098
655	0.01554018098
656	0.01554018098
657	0.01554018098
658	0.01554018098
659	0.01554018098
660	0.01554018098
661	0.01554018098
662	0.01554018098
663	0.01554018098
664	0.01554018098
665	0.01554018098
666	0.01554018098
667	0.01554018098
668	0.01554018098
669	0.01554018098
670	0.01554018098
671	0.01554018098
672	0.01554018098
673	0.01554018098
674	0.01554018098
675	0.01554018098
676	0.01554018098
677	0.01554018098
678	0.01554018098
679	0.01554018098
680	0.01554018098
681	0.01554018098
682	0.01554018098
683	0.01554018098
684	0.01554018098
685	0.01554018098
686	0.01554018098
687	0.01554018098
688	0.01554018098
689	0.01554018098
690	0.01554018098
691	0.01554018098
692	0.01554018098
693	0.01554018098
694	0.01554018098
695	0.01554018098
696	0.01554018098
697	0.01554018098
698	0.01554018098
699	0.01554018098
700	0.01554018098
701	0.01554018098
702	0.01554018098
703	0.01554018098
704	0.01554018098
705	0.01554018098
706	0.01554018098
707	0.01554018098
708	0.01554018098
709	0.01554018098
710	0.01554018098
711	0.01554018098
712	0.01554018098
713	0.01554018098
714	0.01554018098
715	0.01554018098
716	0.01554018098
717	0.01554018098
718	0.01554018098
719	0.01554018098
720	0.01554018098
721	0.01554018098
722	0.01554018098
723	0.01554018098
724	0.01554018098
725	0.01554018098
726	0.01554018098
727	0.01554018098
728	0.01554018098
729	0.01554018098
730	0.01554018098
731	0.01554018098
732	0.01554018098
733	0.01554018098
734	0.01554018098
735	0.01554018098
736	0.01554018098
737	0.01554018098
738	0.01554018098
739	0.01554018098
740	0.01554018098
741	0.01554018098
742	0.01554018098
743	0.01554018098
744	0.01554018098
745	0.01554018098
746	0.01554018098
747	0.01554018098
748	0.01554018098
749	0.01554018098
750	0.01554018098
751	0.01554018098
752	0.01554018098
753	0.01554018098
754	0.01554018098
755	0.01554018098
756	0.01554018098
757	0.01554018098
758	0.01554018098
759	0.01554018098
760	0.01554018098
761	0.01554018098
762	0.01554018098
763	0.01554018098
764	0.01554018098
765	0.01554018098
766	0.01554018098
767	0.01554018098
768	0.01554018098
769	0.01554018098
770	0.01554018098
771	0.01554018098
772	0.01554018098
773	0.01554018098
774	0.01554018098
775	0.01554018098
776	0.01554018098
777	0.01554018098
778	0.01554018098
779	0.01554018098
780	0.01554018098
781	0.01554018098
782	0.01554018098
783	0.01554018098
784	0.01554018098
785	0.01554018098
786	0.01554018098
787	0.01554018098
788	0.01554018098
789	0.01554018098
790	0.01554018098
791	0.01554018098
792	0.01554018098
793	0.01554018098
794	0.01554018098
795	0.01554018098
796	0.01554018098
797	0.01554018098
798	0.01554018098
799	0.01554018098
800	0.01554018098
801	0.01554018098
802	0.01554018098
803	0.01554018098
804	0.01554018098
805	0.01554018098
806	0.01554018098
807	0.01554018098
808	0.01554018098
809	0.01554018098
810	0.01554018098
811	0.01554018098
812	0.01554018098
813	0.01554018098
814	0.01554018098
815	0.01554018098
816	0.01554018098
817	0.01554018098
818	0.01554018098
819	0.01554018098
820	0.01554018098
821	0.01554018098
822	0.01554018098
823	0.01554018098
824	0.01554018098
825	0.01554018098
826	0.01554018098
827	0.01554018098
828	0.01554018098
829	0.01554018098
830	0.01554018098
831	0.01554018098
832	0.01554018098
833	0.01554018098
834	0.01554018098
835	0.01554018098
836	0.01554018098
837	0.01554018098
838	0.01554018098
839	0.01554018098
840	0.01554018098
841	0.01554018098
842	0.01554018098
843	0.01554018098
844	0.01554018098
845	0.01554018098
846	0.01554018098
847	0.01554018098
848	0.01554018098
849	0.01554018098
850	0.01554018098
851	0.01554018098
852	0.01554018098
853	0.01554018098
854	0.01554018098
855	0.01554018098
856	0.01554018098
857	0.01554018098
858	0.01554018098
859	0.01554018098
860	0.01554018098
861	0.01554018098
862	0.01554018098
863	0.01554018098
864	0.01554018098
865	0.01554018098
866	0.01554018098
867	0.01554018098
868	0.01554018098
869	0.01554018098
870	0.01554018098
871	0.01554018098
872	0.01554018098
873	0.01554018098
874	0.01554018098
875	0.01554018098
876	0.01554018098
877	0.01554018098
878	0.01554018098
879	0.01554018098
880	0.01554018098
881	0.01554018098
882	0.01554018098
883	0.01554018098
884	0.01554018098
885	0.01554018098
886	0.01554018098
887	0.01554018098
888	0.01554018098
889	0.01554018098
890	0.01554018098
891	0.01554018098
892	0.01554018098
893	0.01554018098
894	0.01554018098
895	0.01554018098
896	0.01554018098
897	0.01554018098
898	0.01554018098
899	0.01554018098
900	0.01554018098
901	0.01554018098
902	0.01554018098
903	0.01554018098
904	0.01554018098
905	0.01554018098
906	0.01554018098
907	0.01554018098
908	0.01554018098
909	0.01554018098
910	0.01554018098
911	0.01554018098
912	0.01554018098
913	0.01554018098
914	0.01554018098
915	0.01554018098
916	0.01554018098
917	0.01554018098
918	0.01554018098
919	0.01554018098
920	0.01554018098
921	0.01554018098
922	0.01554018098
923	0.01554018098
924	0.01554018098
925	0.01554018098
926	0.01554018098
927	0.01554018098
928	0.01554018098
929	0.01554018098
930	0.01554018098
931	0.01554018098
932	0.01554018098
933	0.01554018098
934	0.01554018098
935	0.01554018098
936	0.01554018098
937	0.01554018098
938	0.01554018098
939	0.01554018098
940	0.01554018098
941	0.01554018098
942	0.01554018098
943	0.01554018098
944	0.01554018098
945	0.01554018098
946	0.01554018098
947	0.01554018098
948	0.01554018098
949	0.01554018098
950	0.01554018098
951	0.01554018098
952	0.01554018098
953	0.01554018098
954	0.01554018098
955	0.01554018098
956	0.01554018098
957	0.01554018098
958	0.01554018098
